thinkBack: Stock quote and option quote for SPY on 10/31/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
176.29,-.88,"140,001,830",177.38,177.51,175.66

Theo parameters
Theo date,Theo stock price,Theo volatility
11/1/13,+.00,+0.00%

NOV1 13  (2)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.12,.14,-.05,.03,.00,.09,9.03%,11.86%,88.14%,23.75%,"26,615","34,994",0,.085,.08,.09,NOV1 13,178,1.46,1.64,-1.00,.00,.00,.00,.00,1.71,--,100.00%,0.00%,,"3,909","3,746",1.71,-.16
.07,.09,-.03,.02,.00,.05,9.24%,6.82%,93.18%,13.64%,"8,289","13,191",0,.045,.04,.05,NOV1 13,178.5,1.88,2.12,-1.00,.00,.00,.00,.00,2.21,--,100.00%,0.00%,,859,242,2.21,-.21
.04,.06,-.02,.01,.00,.03,9.64%,4.02%,95.98%,8.04%,"10,316","12,402",0,.025,.02,.03,NOV1 13,179,2.45,2.59,-1.00,.00,.00,.00,.00,2.71,--,100.00%,0.00%,,"1,366","1,446",2.71,-.19
.02,.02,-.01,.01,.00,.01,10.74%,1.61%,98.39%,3.23%,"2,925","8,555",0,.01,0,.02,NOV1 13,180,3.30,3.52,-1.00,.00,.00,.00,.00,3.71,--,100.00%,0.00%,,475,639,3.71,-.30

NOV1 13  (2)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.90,.07,-.08,.03,.01,3.42,16.24%,89.87%,10.13%,20.20%,0,323,3.29,.125,1.40,5.43,NOV1 13,173,0,.33,-.12,.07,-.09,.03,.00,.17,17.70%,12.14%,87.86%,24.21%,5,25,0,.165
.86,.08,-.09,.03,.01,2.97,16.10%,86.16%,13.84%,27.59%,0,961,2.79,.18,.96,4.98,NOV1 13,173.5,0,.34,-.13,.08,-.09,.03,.00,.17,15.91%,13.56%,86.44%,27.04%,5,42,0,.17
.69,.08,-.27,.06,.01,3.22,29.15%,68.53%,31.47%,62.45%,0,"2,773",2.29,.925,1.90,4.53,NOV1 13,174,0,.36,-.15,.10,-.09,.04,.00,.18,14.16%,15.53%,84.47%,30.98%,0,232,0,.18
.74,.11,-.15,.05,.01,2.24,17.61%,73.66%,26.34%,52.47%,3,769,1.79,.445,.22,4.25,NOV1 13,174.5,0,.40,-.18,.13,-.09,.04,.00,.20,12.54%,18.55%,81.45%,37.03%,0,763,0,.20
.68,.13,-.17,.06,.01,1.87,17.40%,67.69%,32.31%,64.35%,0,21,1.29,.58,1.62,2.12,NOV1 13,175,.13,.21,-.20,.18,-.07,.04,.00,.17,9.62%,20.04%,79.96%,40.03%,2,13,0,.17
.63,.16,-.15,.06,.01,1.41,15.04%,62.71%,37.29%,74.30%,0,169,.79,.615,1.20,1.61,NOV1 13,175.5,.21,.30,-.29,.24,-.08,.05,.00,.25,8.89%,28.91%,71.09%,57.77%,1,16,0,.255
.56,.20,-.13,.06,.01,.94,12.24%,55.75%,44.25%,88.25%,2,"1,058",.29,.645,.82,1.05,NOV1 13,176,.32,.44,-.41,.30,-.08,.06,-.01,.38,8.06%,41.12%,58.88%,82.19%,1,161,0,.38
.46,.22,-.12,.06,.01,.62,11.19%,45.21%,54.79%,90.62%,0,57,0,.615,.54,.69,NOV1 13,176.5,.49,.64,-.57,.34,-.07,.06,-.01,.57,7.13%,57.31%,42.69%,85.37%,11,38,.21,.355
.33,.22,-.10,.06,.00,.36,10.23%,33.15%,66.85%,66.40%,118,7,0,.36,.30,.42,NOV1 13,177,.54,1.08,-.79,.33,-.04,.05,-.01,.81,5.46%,79.13%,20.87%,41.71%,8,14,.71,.10
.24,.18,-.09,.05,.00,.24,10.63%,23.79%,76.21%,47.66%,153,17,0,.24,.01,.47,NOV1 13,177.5,.01,2.10,-1.00,.00,.00,.00,.00,1.21,--,100.00%,0.00%,,1,3,1.21,-.155
.19,.14,-.08,.04,.00,.19,11.80%,18.25%,81.75%,36.56%,0,10,0,.19,0,.38,NOV1 13,178,.01,3.72,-.83,.14,-.07,.04,-.01,1.87,11.05%,83.31%,16.69%,33.43%,5,4,1.71,.155
.15,.11,-.08,.04,.00,.17,13.24%,14.85%,85.15%,29.77%,0,0,0,.165,0,.33,NOV1 13,178.5,.27,4.30,-.90,.10,-.05,.03,-.01,2.29,10.65%,90.21%,9.79%,19.61%,0,0,2.21,.075
.39,.04,-.58,.06,.01,2.44,56.50%,37.33%,62.67%,76.00%,0,0,0,2.435,0,4.87,NOV1 13,179,.17,4.87,-1.00,.00,.00,.00,.00,2.71,--,100.00%,0.00%,,0,0,2.71,-.19
.37,.04,-.63,.06,.01,2.44,62.41%,34.60%,65.40%,70.54%,0,0,0,2.435,0,4.87,NOV1 13,180,1.20,5.57,-1.00,.00,.00,.00,.00,3.71,--,100.00%,0.00%,,0,0,3.71,-.325

NOV2 13  (9)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.77,.07,-.07,.09,.04,3.91,15.59%,76.43%,23.57%,46.86%,89,"3,283",3.29,.62,3.75,4.07,NOV2 13,173,.33,.35,-.17,.07,-.05,.08,-.01,.34,12.32%,17.96%,82.04%,35.78%,"5,460","15,281",0,.34
.75,.07,-.07,.09,.04,3.44,14.56%,74.32%,25.68%,51.09%,733,"1,260",2.79,.65,3.32,3.56,NOV2 13,173.5,.39,.42,-.20,.08,-.05,.08,-.01,.41,11.91%,21.10%,78.90%,42.05%,686,"8,183",0,.405
.72,.08,-.07,.10,.03,3.03,14.07%,70.99%,29.01%,57.72%,636,"3,571",2.29,.74,2.96,3.10,NOV2 13,174,.47,.50,-.24,.09,-.05,.09,-.01,.49,11.51%,24.81%,75.19%,49.46%,"9,861","18,342",0,.485
.68,.09,-.07,.10,.03,2.63,13.54%,67.27%,32.73%,65.11%,838,"4,012",1.79,.84,2.55,2.71,NOV2 13,174.5,.57,.60,-.29,.10,-.05,.10,-.01,.58,11.15%,29.20%,70.80%,58.19%,"4,006","10,553",0,.585
.64,.10,-.07,.11,.03,2.24,12.94%,63.14%,36.86%,73.34%,"1,549","30,255",1.29,.95,2.18,2.30,NOV2 13,175,.69,.72,-.34,.12,-.06,.11,-.02,.71,10.78%,34.21%,65.79%,68.19%,"27,166","15,929",0,.705
.59,.11,-.07,.11,.03,1.90,12.57%,58.27%,41.73%,83.03%,"2,973","3,024",.79,1.105,1.84,1.95,NOV2 13,175.5,.83,.87,-.39,.13,-.06,.11,-.02,.85,10.41%,39.90%,60.10%,79.53%,"17,672","8,233",0,.85
.54,.11,-.07,.12,.03,1.58,12.20%,52.98%,47.02%,93.55%,"10,751","5,781",.29,1.285,1.54,1.61,NOV2 13,176,.98,1.03,-.45,.14,-.06,.12,-.02,1.01,9.89%,46.15%,53.85%,92.02%,"32,014","12,176",0,1.005
.48,.12,-.07,.12,.02,1.26,11.65%,47.30%,52.70%,95.04%,"6,572","5,107",0,1.26,1.24,1.28,NOV2 13,176.5,1.16,1.24,-.53,.14,-.05,.12,-.02,1.20,9.43%,53.18%,46.82%,93.90%,"13,232","2,634",.21,.99
.42,.12,-.06,.11,.02,1.00,11.27%,41.25%,58.75%,82.84%,"23,803","10,393",0,.995,.97,1.02,NOV2 13,177,1.41,1.47,-.60,.15,-.05,.11,-.03,1.44,9.04%,60.70%,39.30%,78.76%,"21,091","4,422",.71,.73
.36,.12,-.06,.11,.02,.76,10.88%,35.00%,65.00%,70.25%,"12,342","24,715",0,.76,.74,.78,NOV2 13,177.5,1.64,1.77,-.68,.14,-.04,.10,-.03,1.70,8.50%,68.74%,31.26%,62.62%,"2,545",554,1.21,.495
.29,.11,-.05,.10,.01,.57,10.54%,28.83%,71.17%,57.83%,"10,746","6,652",0,.565,.55,.58,NOV2 13,178,2.00,2.08,-.76,.13,-.04,.09,-.03,2.04,8.22%,76.16%,23.84%,47.73%,"2,200","1,308",1.71,.33
.23,.10,-.05,.09,.01,.41,10.22%,22.92%,77.08%,45.96%,"4,983","3,908",0,.405,.39,.42,NOV2 13,178.5,2.27,2.45,-.85,.11,-.02,.07,-.03,2.36,7.18%,85.29%,14.71%,29.42%,679,122,2.21,.15
.18,.09,-.04,.08,.01,.29,10.06%,17.86%,82.14%,35.79%,"3,058","2,583",0,.29,.28,.30,NOV2 13,179,2.60,2.86,-.95,.05,-.01,.03,-.02,2.73,5.52%,95.23%,4.77%,9.54%,225,242,2.71,.02
.14,.08,-.03,.06,.01,.20,9.81%,13.24%,86.76%,26.52%,"3,125","8,831",0,.195,.19,.20,NOV2 13,179.5,3.00,3.27,-1.00,.00,.00,.00,.00,3.21,--,100.00%,0.00%,,58,67,3.21,-.075

NOV2 13  (9)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.96,.01,-.02,.02,.04,9.38,18.41%,96.11%,3.89%,7.73%,0,0,9.29,.09,7.37,11.39,NOV2 13,167,0,.36,-.06,.02,-.04,.04,.00,.18,21.80%,6.88%,93.12%,13.67%,0,10,0,.18
.96,.02,-.02,.03,.04,8.89,17.97%,95.61%,4.39%,8.73%,0,0,8.79,.10,6.87,10.91,NOV2 13,167.5,0,.36,-.07,.02,-.04,.04,.00,.18,20.86%,7.12%,92.88%,14.15%,0,10,0,.18
.95,.02,-.03,.03,.04,8.40,17.48%,95.08%,4.92%,9.78%,0,0,8.29,.11,6.38,10.42,NOV2 13,168,0,.37,-.07,.02,-.04,.04,.00,.19,20.04%,7.52%,92.48%,14.94%,0,11,0,.185
.95,.02,-.03,.03,.04,7.92,17.10%,94.36%,5.64%,11.23%,0,0,7.79,.125,5.90,9.93,NOV2 13,168.5,0,.38,-.07,.03,-.04,.04,.00,.19,19.20%,7.95%,92.05%,15.80%,0,6,0,.19
.94,.03,-.03,.04,.04,7.44,16.94%,93.25%,6.75%,13.43%,0,68,7.29,.15,5.43,9.45,NOV2 13,169,0,.39,-.08,.03,-.04,.04,.00,.20,18.35%,8.42%,91.58%,16.73%,0,0,0,.195
.93,.03,-.03,.04,.04,6.95,16.27%,92.62%,7.38%,14.69%,0,0,6.79,.16,4.94,8.96,NOV2 13,169.5,0,.40,-.08,.03,-.04,.05,.00,.20,17.49%,8.92%,91.08%,17.75%,0,0,0,.20
.91,.03,-.04,.05,.04,6.49,16.25%,91.00%,9.00%,17.91%,0,12,6.29,.20,4.48,8.50,NOV2 13,170,0,.42,-.09,.03,-.04,.05,.00,.21,16.71%,9.63%,90.37%,19.16%,0,0,0,.21
.90,.04,-.04,.05,.04,6.02,15.77%,89.79%,10.21%,20.32%,0,0,5.79,.225,4.00,8.03,NOV2 13,170.5,0,.44,-.10,.04,-.04,.05,.00,.22,15.90%,10.40%,89.60%,20.70%,0,481,0,.22
.89,.04,-.04,.06,.04,5.55,15.39%,88.22%,11.78%,23.44%,0,0,5.29,.26,3.53,7.57,NOV2 13,171,0,.47,-.11,.04,-.04,.05,-.01,.24,15.15%,11.40%,88.60%,22.68%,0,344,0,.235
.87,.05,-.05,.06,.04,5.10,15.16%,86.19%,13.81%,27.49%,0,3,4.79,.31,3.09,7.11,NOV2 13,171.5,.01,.49,-.12,.05,-.04,.06,-.01,.25,14.36%,12.50%,87.50%,24.90%,0,540,0,.25
.85,.05,-.05,.07,.04,4.65,14.72%,84.19%,15.81%,31.47%,0,309,4.29,.355,2.63,6.66,NOV2 13,172,.01,.53,-.13,.05,-.04,.06,-.01,.27,13.60%,13.87%,86.13%,27.62%,0,61,0,.27
.79,.07,-.06,.08,.04,3.79,14.13%,78.73%,21.27%,42.33%,0,"1,906",3.29,.495,1.78,5.79,NOV2 13,173,.01,.63,-.17,.07,-.04,.07,-.01,.32,12.06%,17.42%,82.58%,34.71%,4,313,0,.32
.72,.08,-.07,.10,.03,3.04,14.12%,70.91%,29.09%,57.85%,0,268,2.29,.745,2.86,3.21,NOV2 13,174,.43,.54,-.24,.09,-.05,.09,-.01,.49,11.51%,24.81%,75.19%,49.46%,0,540,0,.485
.64,.10,-.07,.11,.03,2.25,12.98%,63.09%,36.91%,73.44%,1,300,1.29,.955,2.13,2.36,NOV2 13,175,.64,.77,-.34,.12,-.06,.11,-.02,.71,10.78%,34.21%,65.79%,68.19%,544,399,0,.705

NOV 13  (16)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.85,.04,-.05,.09,.07,6.83,16.78%,83.86%,16.14%,32.04%,285,"108,744",6.29,.535,6.75,6.90,NOV 13,170,.31,.32,-.12,.04,-.03,.07,-.01,.32,14.36%,12.27%,87.73%,24.41%,"29,262","222,506",0,.315
.81,.04,-.05,.10,.06,5.96,16.27%,80.33%,19.67%,39.03%,494,"73,357",5.29,.665,5.87,6.04,NOV 13,171,.39,.41,-.15,.04,-.04,.09,-.01,.40,13.70%,15.39%,84.61%,30.61%,"35,894","68,965",0,.40
.78,.05,-.05,.11,.06,5.07,15.35%,76.75%,23.25%,46.15%,"1,040","131,595",4.29,.78,4.99,5.15,NOV 13,172,.51,.53,-.19,.05,-.04,.10,-.02,.52,13.13%,19.51%,80.49%,38.80%,"14,457","148,966",0,.52
.73,.06,-.05,.13,.06,4.23,14.52%,72.22%,27.78%,55.15%,"5,858","98,439",3.29,.935,4.15,4.30,NOV 13,173,.65,.68,-.24,.07,-.04,.12,-.02,.67,12.46%,24.46%,75.54%,48.65%,"52,104","173,496",0,.665
.68,.07,-.06,.14,.05,3.42,13.65%,66.76%,33.24%,66.01%,"11,403","130,561",2.29,1.125,3.35,3.48,NOV 13,174,.85,.87,-.30,.08,-.04,.13,-.02,.86,11.82%,30.70%,69.30%,61.07%,"42,763","94,489",0,.86
.61,.08,-.06,.15,.05,2.68,12.90%,60.03%,39.97%,79.39%,"14,059","190,864",1.29,1.385,2.63,2.72,NOV 13,175,1.10,1.13,-.37,.09,-.05,.14,-.03,1.12,11.18%,38.31%,61.69%,76.24%,"67,999","113,281",0,1.115
.53,.09,-.06,.15,.04,2.02,12.28%,52.13%,47.87%,95.10%,"18,826","117,203",.29,1.73,1.99,2.05,NOV 13,176,1.45,1.48,-.46,.10,-.05,.15,-.04,1.47,10.66%,47.40%,52.60%,94.34%,"85,704","63,784",0,1.465
.44,.09,-.05,.15,.04,1.44,11.57%,43.29%,56.71%,87.09%,"51,092","55,418",0,1.435,1.42,1.45,NOV 13,177,1.86,1.90,-.57,.10,-.04,.15,-.05,1.88,9.94%,57.64%,42.36%,85.04%,"35,573","31,050",.71,1.17
.35,.09,-.05,.14,.03,.97,11.03%,33.99%,66.01%,68.30%,"31,215","58,511",0,.97,.95,.99,NOV 13,178,2.35,2.48,-.68,.10,-.04,.14,-.05,2.41,9.26%,68.70%,31.30%,62.77%,"9,110","4,430",1.71,.705
.26,.08,-.04,.12,.02,.62,10.57%,24.98%,75.02%,50.14%,"16,695","57,400",0,.615,.60,.63,NOV 13,179,2.98,3.12,-.80,.09,-.03,.11,-.06,3.05,8.36%,80.18%,19.82%,39.70%,"5,646","1,275",2.71,.34
.18,.07,-.03,.10,.01,.37,10.25%,17.17%,82.83%,34.46%,"13,331","102,182",0,.37,.36,.38,NOV 13,180,3.73,3.89,-.91,.06,-.01,.06,-.05,3.81,7.23%,90.93%,9.07%,18.15%,"7,196","60,771",3.71,.10
.11,.05,-.02,.07,.01,.21,10.02%,11.02%,88.98%,22.10%,"7,162","22,154",0,.21,.20,.22,NOV 13,181,4.54,4.74,-1.00,.00,.00,.00,.00,4.71,--,100.00%,0.00%,,284,735,4.71,-.07
.07,.04,-.02,.05,.01,.13,10.08%,7.07%,92.93%,14.17%,"2,362","21,100",0,.125,.12,.13,NOV 13,182,5.44,5.66,-1.00,.00,.00,.00,.00,5.71,--,100.00%,0.00%,,139,"1,348",5.71,-.16
.05,.03,-.01,.04,.00,.08,10.24%,4.48%,95.52%,8.99%,"3,847","19,179",0,.075,.07,.08,NOV 13,183,6.37,6.62,-1.00,.00,.00,.00,.00,6.71,--,100.00%,0.00%,,721,"3,996",6.71,-.215

NOV 13  (16)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.87,.04,-.04,.08,.07,6.69,15.19%,86.34%,13.66%,27.15%,2,"1,839",6.29,.40,4.68,8.70,NOV 13,170,.01,2.42,-.23,.03,-.08,.12,-.02,1.22,23.51%,24.41%,75.59%,48.16%,0,"3,407",0,1.215
.84,.04,-.04,.09,.07,5.80,14.64%,82.95%,17.05%,33.87%,0,609,5.29,.505,3.78,7.81,NOV 13,171,.01,2.53,-.25,.04,-.08,.12,-.02,1.27,21.82%,26.56%,73.44%,52.45%,10,"4,149",0,1.27
.79,.05,-.05,.11,.06,4.95,14.23%,78.56%,21.44%,42.61%,14,"2,744",4.29,.655,2.94,6.95,NOV 13,172,.01,2.68,-.28,.04,-.07,.13,-.02,1.35,20.18%,29.23%,70.77%,57.76%,0,115,0,1.345
.73,.06,-.05,.13,.06,4.22,14.48%,72.28%,27.72%,55.04%,10,101,3.29,.93,4.04,4.40,NOV 13,173,.61,.76,-.24,.06,-.04,.12,-.02,.69,12.63%,24.76%,75.24%,49.25%,0,"1,512",0,.685
.68,.07,-.06,.14,.05,3.42,13.68%,66.71%,33.29%,66.10%,0,677,2.29,1.13,3.24,3.60,NOV 13,174,.74,.96,-.30,.08,-.04,.13,-.02,.85,11.75%,30.58%,69.42%,60.84%,0,87,0,.85
.61,.08,-.06,.15,.05,2.68,12.94%,60.00%,40.00%,79.45%,0,"1,035",1.29,1.39,2.57,2.79,NOV 13,175,1.00,1.22,-.37,.09,-.05,.14,-.03,1.11,11.15%,38.28%,61.72%,76.17%,38,127,0,1.11
.53,.09,-.05,.15,.04,2.01,12.18%,52.15%,47.85%,95.05%,12,136,.29,1.715,1.89,2.12,NOV 13,176,1.33,1.55,-.46,.10,-.05,.15,-.04,1.44,10.49%,47.35%,52.65%,94.24%,41,70,0,1.44
.44,.09,-.05,.15,.04,1.43,11.53%,43.28%,56.72%,87.06%,15,502,0,1.43,1.32,1.54,NOV 13,177,1.75,1.98,-.57,.11,-.04,.15,-.05,1.87,9.84%,57.71%,42.29%,84.89%,7,5,.71,1.155
.35,.09,-.05,.14,.03,.96,10.96%,33.90%,66.10%,68.11%,10,47,0,.96,.85,1.07,NOV 13,178,2.28,2.50,-.68,.10,-.03,.14,-.05,2.39,9.08%,69.04%,30.96%,62.08%,30,12,1.71,.68
.26,.08,-.04,.12,.02,.61,10.53%,24.90%,75.10%,49.98%,0,14,0,.61,.50,.72,NOV 13,179,2.77,3.68,-.76,.08,-.03,.12,-.06,3.23,9.91%,76.39%,23.61%,47.36%,0,0,2.71,.515
.29,.05,-.07,.13,.02,1.17,16.99%,27.98%,72.02%,56.50%,0,2,0,1.165,.01,2.32,NOV 13,180,2.03,6.05,-.83,.07,-.03,.10,-.06,4.04,10.05%,83.31%,16.69%,33.48%,1,30,3.71,.33
.26,.05,-.07,.12,.02,1.11,18.63%,25.04%,74.96%,50.61%,0,7,0,1.11,.01,2.21,NOV 13,181,2.33,7.02,-1.00,.00,.00,.00,.00,4.71,--,100.00%,0.00%,,0,0,4.71,-.035
.33,.03,-.12,.14,.03,2.44,30.80%,30.46%,69.54%,62.19%,0,0,0,2.435,0,4.87,NOV 13,182,3.30,8.00,-1.00,.00,.00,.00,.00,5.71,--,100.00%,0.00%,,0,0,5.71,-.06
.15,.04,-.04,.09,.01,.50,16.64%,14.57%,85.43%,29.37%,0,0,0,.50,0,1.00,NOV 13,183,4.79,8.82,-.93,.02,-.02,.05,-.04,6.81,11.30%,93.82%,6.18%,12.40%,0,30,6.71,.095

NOV4 13  (23)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.71,.05,-.05,.15,.08,4.47,13.80%,69.84%,30.16%,59.83%,40,555,3.29,1.18,4.38,4.56,NOV4 13,173,.91,.95,-.27,.06,-.04,.15,-.03,.93,12.34%,27.92%,72.08%,55.48%,213,"13,430",0,.93
.68,.06,-.05,.16,.08,4.09,13.56%,67.23%,32.77%,65.00%,65,205,2.79,1.30,4.02,4.16,NOV4 13,173.5,1.01,1.06,-.30,.06,-.04,.16,-.03,1.03,12.07%,30.66%,69.34%,60.92%,"11,335","2,124",0,1.035
.66,.06,-.05,.17,.07,3.72,13.28%,64.50%,35.50%,70.42%,131,"1,241",2.29,1.425,3.66,3.77,NOV4 13,174,1.13,1.18,-.33,.07,-.04,.16,-.04,1.16,11.81%,33.65%,66.35%,66.87%,"1,147","5,572",0,1.155
.63,.06,-.05,.17,.07,3.35,12.95%,61.63%,38.37%,76.13%,46,"1,269",1.79,1.555,3.29,3.40,NOV4 13,174.5,1.26,1.32,-.36,.07,-.04,.17,-.04,1.29,11.56%,36.88%,63.12%,73.29%,"1,346","7,940",0,1.29
.60,.07,-.05,.17,.07,3.01,12.72%,58.47%,41.53%,82.39%,401,"9,111",1.29,1.715,2.95,3.06,NOV4 13,175,1.41,1.46,-.39,.08,-.04,.17,-.05,1.44,11.28%,40.32%,59.68%,80.13%,"15,379","18,601",0,1.435
.56,.07,-.05,.18,.06,2.66,12.38%,55.20%,44.80%,88.88%,452,"2,235",.79,1.87,2.62,2.70,NOV4 13,175.5,1.58,1.63,-.43,.08,-.04,.18,-.05,1.61,11.05%,44.03%,55.97%,87.52%,"1,608","8,528",0,1.605
.53,.07,-.05,.18,.06,2.36,12.17%,51.69%,48.31%,95.84%,"7,699","5,080",.29,2.065,2.32,2.39,NOV4 13,176,1.76,1.81,-.47,.08,-.04,.18,-.05,1.79,10.77%,47.94%,52.06%,95.29%,"13,603","4,899",0,1.785
.49,.07,-.05,.18,.06,2.05,11.86%,48.05%,51.95%,96.84%,"1,408","4,480",0,2.05,2.02,2.08,NOV4 13,176.5,1.96,2.02,-.51,.08,-.04,.18,-.06,1.99,10.52%,52.06%,47.94%,96.45%,"1,855","2,039",.21,1.78
.45,.08,-.04,.18,.05,1.78,11.62%,44.26%,55.74%,89.15%,"4,933","4,267",0,1.775,1.74,1.81,NOV4 13,177,2.18,2.24,-.55,.09,-.04,.18,-.06,2.21,10.24%,56.36%,43.64%,87.73%,"2,125","2,622",.71,1.50
