thinkBack: Stock quote and option quote for EBAY on 9/19/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
54.68,+.05,"10,319,895",54.31,54.75,53.76

Theo parameters
Theo date,Theo stock price,Theo volatility
10/31/13,+.00,+0.00%

SEP2 13  (-5)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.84,.20,-.05,.01,.00,1.29,24.97%,82.99%,17.01%,33.84%,111,222,1.18,.11,1.25,1.33,SEP 13,53.5,.07,.09,-.14,.20,-.04,.01,.00,.08,22.49%,14.44%,85.56%,28.74%,268,256,0,.08
.72,.28,-.07,.02,.00,.90,24.43%,71.06%,28.94%,57.52%,"4,337",580,.68,.215,.88,.91,SEP 13,54,.16,.17,-.25,.30,-.05,.02,.00,.17,21.42%,26.24%,73.76%,52.20%,840,240,0,.165
.57,.35,-.07,.02,.00,.55,22.73%,55.99%,44.01%,87.42%,171,432,.18,.365,.53,.56,SEP 13,54.5,.31,.33,-.42,.39,-.06,.02,.00,.32,20.48%,43.27%,56.73%,86.03%,172,207,0,.32
.39,.35,-.07,.02,.00,.30,22.25%,38.27%,61.73%,77.03%,762,"13,310",0,.30,.29,.31,SEP 13,55,.56,.59,-.62,.38,-.06,.02,.00,.58,19.94%,62.96%,37.04%,74.49%,251,"3,707",.32,.255
.23,.28,-.06,.02,.00,.15,21.99%,22.49%,77.51%,45.21%,303,774,0,.145,.14,.15,SEP 13,55.5,.91,.95,-.79,.29,-.04,.01,.00,.93,19.68%,80.02%,19.98%,40.13%,113,118,.82,.11
.13,.18,-.04,.01,.00,.08,23.24%,12.67%,87.33%,25.46%,24,138,0,.075,.07,.08,SEP 13,56,1.33,1.37,-.91,.14,-.02,.01,.00,1.35,18.53%,92.33%,7.67%,15.39%,10,15,1.32,.03
.07,.11,-.03,.01,.00,.04,24.02%,6.50%,93.50%,13.06%,2,58,0,.035,.03,.04,SEP 13,56.5,1.74,1.90,-1.00,.00,.00,.00,.00,1.82,0.00%,100.00%,0.00%,,0,0,1.82,0
.03,.06,-.01,.00,.00,.02,24.59%,3.04%,96.96%,6.10%,11,56,0,.015,0,.03,SEP 13,57,2.27,2.31,-1.00,.00,.00,.00,.00,2.32,--,100.00%,0.00%,,20,0,2.32,-.03
.02,.04,-.01,.00,.00,.01,27.05%,1.96%,98.04%,3.93%,28,"3,208",0,.01,0,.02,SEP 13,57.5,2.76,2.84,-1.00,.00,.00,.00,.00,2.82,--,100.00%,0.00%,,34,671,2.82,-.02
.02,.03,-.01,.00,.00,.01,30.92%,1.71%,98.29%,3.45%,7,9,0,.01,0,.02,SEP 13,58,3.20,3.40,-1.00,.00,.00,.00,.00,3.32,--,100.00%,0.00%,,0,0,3.32,-.02

OCT 13  (30)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
1.00,.00,.00,.00,.03,24.69,--,100.00%,0.00%,0.00%,0,144,24.68,-.03,24.50,24.80,OCT 13,30,0,.02,.00,.00,.00,.00,.00,.01,76.79%,0.51%,99.49%,0.98%,0,525,0,.01
1.00,.00,.00,.00,.03,19.69,--,100.00%,0.00%,0.00%,0,52,19.68,-.03,19.50,19.80,OCT 13,35,.01,.03,-.01,.00,.00,.00,.00,.02,63.14%,0.98%,99.02%,1.90%,0,"2,394",0,.02
1.00,.00,.00,.00,.03,14.69,--,100.00%,0.00%,0.00%,0,350,14.68,-.005,14.55,14.80,OCT 13,40,.02,.04,-.01,.00,.00,.00,.00,.03,48.34%,1.57%,98.43%,3.08%,5,"1,780",0,.03
.98,.01,.00,.01,.04,9.73,32.77%,97.70%,2.30%,4.53%,4,994,9.68,.045,9.60,9.85,OCT 13,45,.08,.10,-.04,.01,-.01,.01,.00,.09,38.32%,4.54%,95.46%,8.88%,47,"7,608",0,.09
.83,.05,-.02,.04,.03,5.20,33.88%,80.49%,19.51%,38.03%,266,"4,309",4.68,.52,5.15,5.25,OCT 13,50,.43,.45,-.16,.05,-.02,.04,-.01,.44,32.10%,18.08%,81.92%,35.33%,316,"15,085",0,.44
.69,.07,-.03,.06,.03,3.25,31.54%,65.51%,34.49%,67.05%,584,"7,477",2.18,1.07,3.20,3.30,OCT 13,52.5,1.00,1.02,-.31,.07,-.03,.06,-.01,1.01,30.66%,33.98%,66.02%,66.13%,247,"5,665",0,1.01
.49,.08,-.03,.06,.02,1.78,30.30%,45.71%,54.29%,94.46%,989,"36,336",0,1.78,1.77,1.79,OCT 13,55,2.03,2.05,-.51,.08,-.03,.06,-.02,2.04,29.53%,54.31%,45.69%,94.33%,482,"3,292",.32,1.72
.29,.07,-.03,.05,.01,.82,29.13%,26.35%,73.65%,54.04%,504,"14,371",0,.815,.81,.82,OCT 13,57.5,3.55,3.60,-.71,.07,-.02,.05,-.03,3.58,28.26%,74.20%,25.80%,52.85%,8,"4,262",2.82,.755
.14,.05,-.02,.04,.01,.33,28.75%,12.55%,87.45%,25.61%,145,"10,425",0,.325,.31,.34,OCT 13,60,5.55,5.60,-.87,.05,-.01,.03,-.03,5.58,27.24%,88.63%,11.37%,23.17%,7,688,5.32,.255
.06,.03,-.01,.02,.00,.12,28.74%,5.09%,94.91%,10.36%,43,"13,719",0,.115,.11,.12,OCT 13,62.5,6.30,9.70,-.90,.03,-.01,.03,-.03,8.00,32.98%,92.47%,7.53%,15.39%,0,362,7.82,.18
.02,.01,.00,.01,.00,.04,28.65%,1.74%,98.26%,3.53%,0,"2,088",0,.035,.03,.04,OCT 13,65,9.00,11.05,-1.00,.00,.00,.00,.00,10.32,--,100.00%,0.00%,,0,146,10.32,-.295
.01,.00,.00,.00,.00,.02,34.76%,0.64%,99.36%,1.31%,0,"1,926",0,.015,0,.03,OCT 13,70,14.20,15.60,-1.00,.00,.00,.00,.00,15.32,--,100.00%,0.00%,,0,4,15.32,-.42
.01,.00,.00,.00,.00,.01,41.31%,0.36%,99.64%,0.74%,0,205,0,.01,0,.02,OCT 13,75,18.55,22.05,-1.00,.00,.00,.00,.00,20.32,--,100.00%,0.00%,,0,0,20.32,-.02
.00,.00,.00,.00,.00,.01,48.55%,0.29%,99.71%,0.59%,0,676,0,.01,0,.02,OCT 13,80,23.80,27.00,-.88,.00,-.04,.03,-.02,25.40,82.67%,95.54%,4.46%,9.40%,0,0,25.32,.08

NOV 13  (58)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
1.00,.00,.00,.00,.05,24.69,--,100.00%,0.00%,0.00%,0,0,24.68,-.23,22.30,26.60,NOV 13,30,0,.04,.00,.00,.00,.00,.00,.02,60.12%,0.90%,99.10%,1.74%,0,0,0,.02
1.00,.00,.00,.00,.06,19.69,--,100.00%,0.00%,0.00%,0,0,19.68,-.23,17.40,21.50,NOV 13,35,.01,.06,-.01,.00,.00,.01,.00,.04,49.17%,1.53%,98.47%,2.97%,0,0,0,.035
.98,.01,.00,.01,.06,14.75,38.11%,97.54%,2.46%,4.79%,0,2,14.68,.07,13.15,16.35,NOV 13,40,.05,.07,-.02,.01,.00,.01,.00,.06,38.75%,2.67%,97.33%,5.19%,0,57,0,.06
.94,.02,-.01,.03,.07,9.90,32.88%,92.09%,7.91%,15.39%,10,148,9.68,.22,9.80,10.00,NOV 13,45,.18,.20,-.06,.02,-.01,.03,-.01,.19,32.43%,7.60%,92.40%,14.79%,16,"2,117",0,.19
.79,.04,-.02,.06,.06,5.55,30.28%,75.10%,24.90%,48.18%,117,626,4.68,.87,5.50,5.60,NOV 13,50,.77,.79,-.20,.04,-.02,.06,-.02,.78,29.17%,23.95%,76.05%,46.42%,84,"5,007",0,.78
.66,.06,-.02,.08,.05,3.73,28.77%,61.70%,38.30%,73.87%,134,"1,796",2.18,1.545,3.70,3.75,NOV 13,52.5,1.45,1.48,-.34,.06,-.02,.08,-.03,1.47,28.04%,37.89%,62.11%,73.16%,140,866,0,1.465
.50,.07,-.02,.09,.04,2.28,27.66%,45.84%,54.16%,95.55%,176,"2,005",0,2.285,2.27,2.30,NOV 13,55,2.52,2.55,-.50,.07,-.02,.09,-.05,2.53,27.12%,54.15%,45.85%,95.47%,111,"1,227",.32,2.215
.34,.06,-.02,.08,.03,1.27,26.82%,30.27%,69.73%,62.58%,340,"12,733",0,1.265,1.25,1.28,NOV 13,57.5,3.95,4.05,-.66,.06,-.02,.08,-.06,4.00,26.04%,70.16%,29.84%,61.62%,17,73,2.82,1.18
.20,.05,-.01,.06,.02,.63,26.20%,17.61%,82.39%,36.18%,183,"3,596",0,.63,.62,.64,NOV 13,60,5.85,5.90,-.80,.05,-.01,.06,-.06,5.88,25.41%,83.06%,16.94%,34.78%,1,3,5.32,.555
.11,.03,-.01,.04,.01,.28,25.57%,8.88%,91.12%,18.16%,5,98,0,.275,.26,.29,NOV 13,62.5,6.65,10.30,-.81,.03,-.02,.06,-.06,8.48,33.86%,85.25%,14.75%,30.55%,0,0,7.82,.655
.05,.02,.00,.02,.00,.12,25.44%,4.11%,95.89%,8.39%,16,790,0,.115,.11,.12,NOV 13,65,8.65,12.60,-.88,.02,-.01,.04,-.06,10.63,32.92%,91.46%,8.54%,17.59%,0,0,10.32,.305

JAN 14  (121)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
1.00,.00,.00,.00,.08,29.70,--,100.00%,0.00%,0.00%,0,433,29.68,-.205,27.40,31.55,JAN 14,25,.02,.05,-.01,.00,.00,.01,.00,.04,57.01%,1.35%,98.65%,2.55%,0,"2,809",0,.035
.99,.00,.00,.01,.10,24.78,49.10%,97.60%,2.40%,4.58%,3,607,24.68,.095,24.70,24.85,JAN 14,30,.05,.08,-.01,.00,.00,.01,.00,.07,48.58%,2.27%,97.73%,4.33%,30,"2,886",0,.065
.99,.00,.00,.01,.11,19.78,37.35%,97.52%,2.48%,4.78%,0,"1,097",19.68,.095,19.65,19.90,JAN 14,35,.09,.11,-.02,.00,.00,.02,.00,.10,39.88%,3.41%,96.59%,6.54%,0,"4,507",0,.10
.95,.01,-.01,.03,.12,15.00,36.21%,91.82%,8.18%,15.66%,0,"5,496",14.68,.32,14.95,15.05,JAN 14,40,.23,.26,-.05,.01,.00,.03,-.01,.25,34.96%,7.35%,92.65%,14.11%,1,"6,825",0,.245
.87,.02,-.01,.07,.13,10.40,32.02%,83.27%,16.73%,32.01%,3,"3,613",9.68,.72,10.35,10.45,JAN 14,45,.61,.63,-.12,.02,-.01,.06,-.02,.62,31.04%,15.84%,84.16%,30.37%,95,"10,950",0,.62
.73,.04,-.01,.10,.11,6.33,28.77%,67.72%,32.28%,61.52%,26,"3,218",4.68,1.645,6.30,6.35,JAN 14,50,1.55,1.57,-.26,.04,-.01,.10,-.05,1.56,28.35%,31.94%,68.06%,60.95%,177,"13,106",0,1.56
.63,.04,-.01,.12,.10,4.65,27.75%,57.09%,42.91%,81.47%,128,"5,213",2.18,2.47,4.60,4.70,JAN 14,52.5,2.36,2.39,-.37,.04,-.01,.12,-.07,2.37,27.32%,42.70%,57.30%,81.15%,8,"4,870",0,2.375
.52,.05,-.01,.13,.08,3.27,27.01%,45.62%,54.38%,96.75%,87,"7,773",0,3.275,3.25,3.30,JAN 14,55,3.45,3.55,-.48,.05,-.01,.13,-.09,3.50,26.61%,54.36%,45.64%,96.70%,2,"3,598",.32,3.18
.40,.05,-.01,.12,.07,2.19,26.27%,34.40%,65.60%,72.30%,54,"6,827",0,2.185,2.17,2.20,JAN 14,57.5,4.85,4.95,-.60,.05,-.01,.12,-.11,4.90,25.80%,65.77%,34.23%,71.86%,50,"2,379",2.82,2.08
.29,.04,-.01,.11,.05,1.40,25.82%,24.47%,75.53%,51.09%,147,"9,947",0,1.40,1.38,1.42,JAN 14,60,6.60,6.65,-.71,.04,-.01,.11,-.13,6.63,25.39%,75.81%,24.19%,50.45%,0,"2,277",5.32,1.305
.20,.04,-.01,.09,.03,.87,25.54%,16.51%,83.49%,34.30%,35,"2,529",0,.865,.85,.88,JAN 14,62.5,8.55,8.65,-.80,.03,-.01,.09,-.13,8.60,25.20%,83.76%,16.24%,33.70%,0,981,7.82,.78
.14,.03,-.01,.07,.02,.52,25.35%,10.61%,89.39%,21.94%,0,"4,172",0,.515,.50,.53,JAN 14,65,10.65,11.15,-.84,.03,-.01,.08,-.13,10.90,27.17%,87.99%,12.01%,24.95%,0,"1,002",10.32,.58
.06,.01,.00,.04,.01,.18,25.55%,4.08%,95.92%,8.41%,0,"2,359",0,.18,.17,.19,JAN 14,70,13.85,17.75,-.86,.01,-.01,.07,-.12,15.80,33.72%,91.32%,8.68%,18.17%,0,315,15.32,.48
.02,.01,.00,.02,.00,.07,26.44%,1.62%,98.38%,3.33%,0,"4,116",0,.07,.06,.08,JAN 14,75,19.10,22.00,-.88,.01,-.01,.05,-.10,20.55,37.09%,94.26%,5.74%,12.02%,0,181,20.32,.23

APR 14  (212)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.98,.00,.00,.02,.17,24.83,39.33%,96.81%,3.19%,6.06%,0,0,24.68,.145,24.70,24.95,APR 14,30,.10,.12,-.02,.00,.00,.02,-.01,.11,39.87%,3.41%,96.59%,6.46%,0,0,0,.11
.96,.01,.00,.03,.19,19.98,35.56%,93.48%,6.52%,12.36%,0,0,19.68,.295,19.85,20.10,APR 14,35,.24,.27,-.04,.01,.00,.03,-.01,.26,35.87%,6.72%,93.28%,12.74%,0,20,0,.255
.91,.01,-.01,.07,.20,15.40,33.97%,86.01%,13.99%,26.38%,0,44,14.68,.72,15.35,15.45,APR 14,40,.56,.60,-.08,.01,.00,.06,-.03,.58,32.73%,12.89%,87.11%,24.40%,0,631,0,.58
.83,.02,-.01,.11,.20,11.10,31.19%,75.96%,24.04%,45.21%,0,7,9.68,1.42,11.05,11.15,APR 14,45,1.25,1.28,-.17,.02,-.01,.10,-.06,1.27,30.35%,23.23%,76.77%,43.79%,0,535,0,1.265
.70,.03,-.01,.15,.18,7.40,29.21%,61.64%,38.36%,71.69%,1,201,4.68,2.72,7.35,7.45,APR 14,50,2.54,2.58,-.30,.03,-.01,.15,-.11,2.56,28.61%,37.94%,62.06%,71.04%,1,261,0,2.56
.62,.03,-.01,.16,.16,5.85,28.47%,53.39%,46.61%,86.73%,2,"1,329",2.18,3.67,5.80,5.90,APR 14,52.5,3.45,3.55,-.38,.03,-.01,.16,-.13,3.50,27.87%,46.35%,53.65%,86.41%,3,166,0,3.50
.53,.03,-.01,.17,.14,4.50,27.72%,44.97%,55.03%,97.52%,18,304,0,4.50,4.45,4.55,APR 14,55,4.65,4.70,-.47,.03,-.01,.17,-.16,4.67,27.32%,54.99%,45.01%,97.49%,75,144,.32,4.355
.45,.03,-.01,.17,.12,3.43,27.38%,36.77%,63.23%,79.05%,0,444,0,3.425,3.40,3.45,APR 14,57.5,6.05,6.10,-.55,.04,-.01,.16,-.19,6.07,26.85%,63.33%,36.67%,78.70%,0,5,2.82,3.255
.37,.03,-.01,.16,.10,2.54,26.96%,29.23%,70.77%,62.36%,0,341,0,2.535,2.51,2.56,APR 14,60,7.65,7.75,-.64,.03,-.01,.16,-.21,7.70,26.52%,70.97%,29.03%,61.85%,0,140,5.32,2.38
.29,.03,-.01,.14,.08,1.85,26.66%,22.63%,77.37%,47.99%,0,46,0,1.845,1.82,1.87,APR 14,62.5,9.45,9.55,-.71,.03,-.01,.14,-.23,9.50,26.14%,77.70%,22.30%,47.21%,0,100,7.82,1.68
.23,.03,-.01,.13,.06,1.33,26.47%,17.13%,82.87%,36.14%,0,338,0,1.325,1.31,1.34,APR 14,65,11.45,11.55,-.77,.03,-.01,.12,-.23,11.50,26.10%,83.14%,16.86%,35.54%,3,35,10.32,1.18
.13,.02,-.01,.09,.04,.67,26.33%,9.31%,90.69%,19.50%,0,476,0,.665,.65,.68,APR 14,70,15.80,15.90,-.86,.02,-.01,.09,-.21,15.85,26.34%,90.68%,9.32%,19.52%,0,0,15.32,.53
.07,.01,.00,.06,.02,.33,26.44%,4.86%,95.14%,10.12%,0,11,0,.33,.32,.34,APR 14,75,20.45,20.70,-.88,.01,.00,.07,-.17,20.58,28.67%,93.90%,6.10%,12.79%,0,0,20.32,.255

JAN 15  (485)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.87,.01,.00,.13,.39,18.45,33.91%,77.14%,22.86%,41.55%,0,52,16.68,1.77,18.35,18.55,JAN 15,38,1.45,1.50,-.12,.01,.00,.13,-.11,1.48,32.60%,21.52%,78.48%,39.31%,5,"2,972",0,1.475
.85,.01,-.01,.15,.39,16.83,33.06%,73.82%,26.18%,47.50%,2,235,14.68,2.145,16.75,16.90,JAN 15,40,1.81,1.87,-.15,.01,.00,.15,-.13,1.84,31.89%,24.98%,75.02%,45.54%,0,"1,120",0,1.84
.80,.01,-.01,.18,.39,14.58,32.27%,68.03%,31.97%,57.79%,0,93,11.68,2.895,14.50,14.65,JAN 15,43,2.52,2.58,-.20,.01,-.01,.17,-.17,2.55,31.11%,30.87%,69.13%,56.06%,0,"4,789",0,2.55
.77,.02,-.01,.19,.38,13.13,31.55%,64.15%,35.85%,64.66%,0,603,9.68,3.445,13.05,13.20,JAN 15,45,3.05,3.15,-.23,.02,-.01,.19,-.20,3.10,30.53%,34.95%,65.05%,63.31%,0,"2,520",0,3.10
.73,.02,-.01,.21,.37,11.80,31.11%,59.93%,40.07%,72.04%,0,295,7.68,4.12,11.75,11.85,JAN 15,47,3.70,3.80,-.27,.02,-.01,.21,-.23,3.75,30.08%,39.27%,60.73%,70.91%,0,"1,635",0,3.75
.67,.02,-.01,.23,.36,9.93,30.30%,53.61%,46.39%,83.04%,0,"1,952",4.68,5.245,9.85,10.00,JAN 15,50,4.85,4.95,-.33,.02,-.01,.23,-.28,4.90,29.51%,45.92%,54.08%,82.48%,0,"3,520",0,4.90
.62,.02,-.01,.24,.34,8.57,29.96%,48.19%,51.81%,92.28%,0,"1,890",2.18,6.395,8.50,8.65,JAN 15,52.5,5.95,6.05,-.38,.02,-.01,.24,-.33,6.00,29.03%,51.43%,48.57%,91.97%,0,"2,406",0,6.00
.56,.02,-.01,.25,.31,7.32,29.49%,42.96%,57.04%,98.34%,70,"1,848",0,7.325,7.25,7.40,JAN 15,55,7.20,7.30,-.44,.02,-.01,.25,-.37,7.25,28.62%,56.85%,43.15%,98.30%,0,764,.32,6.93
.51,.02,-.01,.25,.29,6.22,29.12%,37.91%,62.09%,85.92%,0,"1,046",0,6.225,6.15,6.30,JAN 15,57.5,8.60,8.70,-.49,.02,-.01,.25,-.42,8.65,28.29%,62.06%,37.94%,85.59%,0,275,2.82,5.83
.46,.02,-.01,.25,.26,5.28,28.86%,33.16%,66.84%,74.52%,6,"2,822",0,5.275,5.20,5.35,JAN 15,60,10.15,10.25,-.55,.02,-.01,.25,-.45,10.20,28.06%,66.95%,33.05%,73.96%,0,"1,947",5.32,4.88
.41,.02,-.01,.24,.24,4.43,28.54%,28.76%,71.24%,64.10%,0,802,0,4.425,4.35,4.50,JAN 15,62.5,11.75,11.90,-.60,.02,-.01,.24,-.49,11.82,27.65%,71.50%,28.50%,63.24%,0,112,7.82,4.005
.36,.02,-.01,.24,.21,3.70,28.29%,24.74%,75.26%,54.77%,7,"2,019",0,3.70,3.65,3.75,JAN 15,65,13.55,13.70,-.64,.02,-.01,.23,-.51,13.63,27.53%,75.58%,24.42%,53.86%,0,154,10.32,3.305
.28,.02,-.01,.21,.17,2.57,27.97%,17.97%,82.03%,39.35%,1,639,0,2.57,2.53,2.61,JAN 15,70,17.40,17.60,-.73,.02,-.01,.21,-.54,17.50,27.28%,82.43%,17.57%,38.36%,0,98,15.32,2.18
.21,.02,-.01,.18,.13,1.79,27.87%,12.86%,87.14%,27.93%,0,968,0,1.79,1.76,1.82,JAN 15,75,21.65,21.80,-.78,.01,.00,.18,-.52,21.73,27.38%,87.45%,12.55%,27.21%,0,266,20.32,1.405

JAN 16  (848)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.92,.01,.00,.13,.55,26.35,36.19%,79.46%,20.54%,36.21%,0,0,24.68,1.67,25.60,27.10,JAN 16,30,1.26,1.40,-.08,.01,.00,.12,-.13,1.33,34.88%,19.11%,80.89%,33.90%,0,0,0,1.33
.86,.01,.00,.18,.58,22.53,35.68%,71.18%,28.82%,50.27%,0,0,19.68,2.845,22.30,22.75,JAN 16,35,2.17,2.37,-.13,.01,.00,.17,-.21,2.27,33.58%,26.54%,73.46%,46.79%,0,0,0,2.27
.81,.01,.00,.23,.59,18.85,34.12%,63.76%,36.24%,62.90%,2,2,14.68,4.17,18.65,19.05,JAN 16,40,3.35,3.60,-.19,.01,.00,.22,-.30,3.48,32.05%,34.19%,65.81%,59.98%,0,0,0,3.475
.74,.01,-.01,.27,.58,15.60,33.00%,55.85%,44.15%,76.09%,4,3,9.68,5.92,15.35,15.85,JAN 16,45,5.00,5.25,-.25,.01,.00,.27,-.41,5.12,31.00%,42.53%,57.47%,74.09%,4,16,0,5.125
.67,.01,-.01,.30,.56,12.70,31.90%,48.12%,51.88%,88.79%,0,0,4.68,8.02,12.50,12.90,JAN 16,50,7.05,7.30,-.33,.01,-.01,.30,-.53,7.17,30.04%,50.84%,49.16%,87.87%,0,0,0,7.175
.63,.01,-.01,.31,.54,11.45,31.57%,44.27%,55.73%,94.92%,0,0,2.18,9.27,11.30,11.60,JAN 16,52.5,8.20,8.55,-.37,.02,-.01,.31,-.59,8.37,29.67%,54.91%,45.09%,94.48%,0,50,0,8.375
.59,.01,-.01,.32,.52,10.25,31.11%,40.62%,59.38%,98.72%,0,1,0,10.25,10.05,10.45,JAN 16,55,9.55,9.85,-.41,.02,-.01,.32,-.65,9.70,29.39%,58.87%,41.13%,98.67%,0,0,.32,9.38
.56,.02,-.01,.33,.49,9.17,30.77%,37.09%,62.91%,89.13%,0,0,0,9.175,9.00,9.35,JAN 16,57.5,10.95,11.25,-.45,.02,-.01,.33,-.71,11.10,29.05%,62.62%,37.38%,88.67%,0,0,2.82,8.28
.52,.02,-.01,.33,.47,8.17,30.41%,33.74%,66.26%,80.23%,0,0,0,8.175,8.00,8.35,JAN 16,60,12.50,12.75,-.49,.02,-.01,.33,-.77,12.62,28.82%,66.19%,33.81%,79.45%,0,0,5.32,7.305
.48,.02,-.01,.33,.44,7.33,30.26%,30.58%,69.42%,72.13%,0,0,0,7.325,7.15,7.50,JAN 16,62.5,14.10,14.40,-.53,.02,-.01,.33,-.81,14.25,28.64%,69.54%,30.46%,71.01%,0,0,7.82,6.43
