thinkBack: Stock quote and option quote for SNDK on 11/2/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
68.97,-.525,"5,902,772",69.52,69.67,68.32

Theo parameters
Theo date,Theo stock price,Theo volatility
11/3/13,+.00,+0.00%

NOV1 13  (0)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.03,.08,-.03,.00,.00,.01,24.21%,2.98%,97.02%,6.36%,24,"2,660",0,.01,0,.02,NOV1 13,70.5,1.51,1.63,-1.00,.00,-.13,.00,.00,1.66,0.19%,100.00%,0.00%,0.00%,11,54,1.53,.04
.01,.04,-.02,.00,.00,.01,27.00%,1.42%,98.58%,3.00%,48,788,0,.005,0,.01,NOV1 13,71,1.99,2.11,-1.00,.00,-.13,.00,.00,2.16,0.19%,100.00%,0.00%,0.00%,11,31,2.03,.02
.02,.04,-.04,.00,.00,.01,35.77%,2.10%,97.90%,4.39%,1,335,0,.01,0,.02,NOV1 13,71.5,2.50,2.63,-1.00,.00,-.13,.00,.00,2.53,0.19%,100.00%,0.00%,0.00%,0,22,2.53,.035
.02,.03,-.05,.00,.00,.01,41.23%,1.84%,98.16%,3.81%,0,280,0,.01,0,.02,NOV1 13,72,3.00,3.15,-1.00,.00,-.13,.00,.00,3.16,0.19%,100.00%,0.00%,0.00%,10,88,3.03,.045

NOV2 13  (7)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
1.00,.00,.00,.00,.00,3.47,--,100.00%,0.00%,,0,0,3.47,-.045,3.15,3.70,NOV2 13,65.5,.11,.13,-.09,.06,-.03,.02,.00,.12,26.60%,9.99%,90.01%,19.72%,5,98,0,.12
.88,.08,-.03,.02,.01,3.10,25.37%,87.35%,12.65%,24.93%,0,22,2.97,.13,3.00,3.20,NOV2 13,66,.16,.18,-.13,.08,-.04,.02,.00,.17,26.18%,13.42%,86.58%,26.45%,65,268,0,.17
.83,.09,-.04,.03,.01,2.69,25.82%,82.26%,17.74%,34.94%,0,56,2.47,.215,2.64,2.73,NOV2 13,66.5,.23,.25,-.17,.10,-.04,.03,.00,.24,25.84%,17.77%,82.23%,34.99%,6,209,0,.24
.79,.11,-.04,.03,.01,2.27,25.26%,77.21%,22.79%,44.82%,60,119,1.97,.30,2.22,2.32,NOV2 13,67,.31,.34,-.22,.11,-.05,.03,.00,.33,25.27%,22.79%,77.21%,44.83%,84,106,0,.325
.72,.13,-.05,.03,.01,1.89,25.01%,70.98%,29.02%,57.01%,24,123,1.47,.42,1.85,1.93,NOV2 13,67.5,.44,.46,-.28,.13,-.05,.03,.00,.45,25.14%,29.12%,70.88%,57.21%,76,116,0,.45
.65,.15,-.06,.04,.01,1.56,25.07%,63.78%,36.22%,71.05%,18,12,.97,.585,1.53,1.58,NOV2 13,68,.59,.62,-.35,.15,-.06,.04,-.01,.61,24.91%,36.13%,63.87%,70.87%,830,210,0,.605
.58,.15,-.06,.04,.01,1.25,24.84%,56.24%,43.76%,85.70%,9,28,.47,.775,1.22,1.27,NOV2 13,68.5,.79,.81,-.42,.15,-.06,.04,-.01,.80,24.80%,43.75%,56.25%,85.68%,57,180,0,.80
.50,.16,-.06,.04,.01,.98,24.75%,48.37%,51.63%,99.02%,238,167,0,.98,.96,1.00,NOV2 13,69,1.02,1.05,-.50,.16,-.06,.04,-.01,1.03,24.71%,51.63%,48.37%,99.02%,363,89,.03,1.005
.42,.16,-.06,.04,.01,.76,24.70%,40.58%,59.42%,82.90%,45,109,0,.755,.74,.77,NOV2 13,69.5,1.29,1.33,-.58,.16,-.06,.04,-.01,1.31,24.65%,59.44%,40.56%,82.87%,16,54,.53,.78
.35,.15,-.06,.04,.01,.58,24.80%,33.26%,66.74%,67.83%,"1,195","1,140",0,.575,.56,.59,NOV2 13,70,1.61,1.66,-.65,.15,-.06,.04,-.01,1.64,24.89%,66.69%,33.31%,67.93%,100,175,1.03,.605
.28,.13,-.05,.03,.00,.43,24.78%,26.52%,73.48%,54.01%,10,102,0,.425,.41,.44,NOV2 13,70.5,1.95,2.02,-.72,.13,-.05,.03,-.01,1.99,24.87%,73.41%,26.59%,54.16%,5,10,1.53,.455
.22,.12,-.05,.03,.00,.31,24.86%,20.69%,79.31%,42.07%,15,160,0,.31,.30,.32,NOV2 13,71,2.33,2.40,-.78,.12,-.05,.03,-.01,2.37,24.80%,79.37%,20.63%,41.95%,1,18,2.03,.335
.17,.10,-.04,.03,.00,.23,25.28%,16.06%,83.94%,32.62%,0,171,0,.23,.22,.24,NOV2 13,71.5,2.73,2.85,-.83,.10,-.04,.03,-.01,2.79,25.40%,83.83%,16.17%,32.85%,0,30,2.53,.26
.13,.08,-.03,.02,.00,.16,25.27%,11.93%,88.07%,24.20%,0,171,0,.16,.15,.17,NOV2 13,72,3.15,3.25,-.88,.08,-.03,.02,-.01,3.20,24.47%,88.81%,11.19%,22.71%,0,24,3.03,.17

NOV 13  (14)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
1.00,.00,.00,.00,.00,16.47,--,100.00%,0.00%,,0,0,16.47,-.32,14.35,17.95,NOV 13,52.5,0,.02,.00,.00,.00,.00,.00,.01,52.43%,0.60%,99.40%,1.18%,0,341,0,.01
1.00,.00,.00,.00,.00,13.97,--,100.00%,0.00%,,0,3,13.97,-.02,13.90,14.00,NOV 13,55,0,.02,-.01,.00,.00,.00,.00,.01,44.10%,0.65%,99.35%,1.28%,0,954,0,.01
1.00,.00,.00,.00,.00,11.47,--,100.00%,0.00%,,0,10,11.47,-.02,11.40,11.50,NOV 13,57.5,0,.03,-.01,.00,.00,.00,.00,.02,38.02%,1.03%,98.97%,2.02%,1,"1,163",0,.015
.95,.04,-.02,.01,.00,8.98,37.81%,96.20%,3.80%,7.46%,1,242,8.97,.005,8.90,9.05,NOV 13,60,.03,.06,-.02,.01,-.01,.01,.00,.05,35.24%,2.81%,97.19%,5.53%,0,"4,726",0,.045
.94,.02,-.02,.02,.01,6.53,30.05%,94.31%,5.69%,11.21%,16,309,6.47,.055,6.45,6.60,NOV 13,62.5,.09,.10,-.05,.03,-.02,.01,.00,.10,30.37%,5.89%,94.11%,11.61%,60,"2,651",0,.095
.86,.06,-.03,.03,.02,4.23,27.55%,84.78%,15.22%,29.90%,190,"1,329",3.97,.255,4.15,4.30,NOV 13,65,.28,.29,-.14,.06,-.03,.03,.00,.29,27.71%,15.37%,84.63%,30.20%,45,"2,264",0,.285
.67,.10,-.04,.05,.02,2.28,26.18%,64.52%,35.48%,69.41%,83,"1,431",1.47,.81,2.25,2.31,NOV 13,67.5,.81,.84,-.33,.10,-.04,.05,-.01,.83,25.98%,35.36%,64.64%,69.17%,349,"1,990",0,.825
.40,.11,-.04,.05,.01,.97,25.58%,37.48%,62.52%,76.75%,"1,093","3,155",0,.97,.95,.99,NOV 13,70,2.00,2.05,-.60,.11,-.05,.05,-.02,2.03,25.57%,62.53%,37.47%,76.74%,182,"2,684",1.03,.995
.18,.07,-.03,.04,.00,.34,25.92%,16.26%,83.74%,33.11%,222,"1,077",0,.335,.32,.35,NOV 13,72.5,3.85,3.95,-.82,.07,-.03,.04,-.02,3.90,26.17%,83.52%,16.48%,33.57%,0,42,3.53,.37
.07,.04,-.02,.02,.00,.12,27.81%,6.40%,93.60%,12.99%,714,"1,379",0,.12,.11,.13,NOV 13,75,5.75,6.90,-.88,.04,-.03,.03,-.03,6.33,34.15%,89.46%,10.54%,21.50%,0,125,6.03,.295
.03,.01,-.01,.01,.00,.04,29.31%,2.28%,97.72%,4.62%,0,59,0,.04,.03,.05,NOV 13,77.5,7.65,9.40,-1.00,.00,.00,.25,.00,8.53,--,100.00%,0.00%,0.00%,0,0,8.53,-.005
.01,.01,-.01,.00,.00,.02,32.51%,1.10%,98.90%,2.23%,0,6,0,.02,.01,.03,NOV 13,80,9.80,12.75,-.92,.02,-.03,.02,-.03,11.28,49.16%,93.86%,6.14%,12.58%,0,0,11.03,.245
.01,.00,.00,.00,.00,.01,40.23%,0.45%,99.55%,0.92%,0,0,0,.01,0,.02,NOV 13,85,14.25,18.35,-.93,.01,-.04,.02,-.03,16.30,65.32%,95.03%,4.97%,10.24%,0,0,16.03,.27
.00,.00,.00,.00,.00,.01,49.73%,0.35%,99.65%,0.72%,0,0,0,.01,0,.02,NOV 13,90,19.25,23.35,-.94,.01,-.04,.02,-.04,21.30,78.71%,96.00%,4.00%,8.28%,0,0,21.03,.27

NOV4 13  (21)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.78,.06,-.03,.05,.03,4.08,28.48%,75.72%,24.28%,47.42%,0,0,3.47,.605,4.00,4.15,NOV4 13,65.5,.59,.63,-.22,.06,-.03,.05,-.01,.61,27.99%,23.86%,76.14%,46.63%,0,121,0,.61
.75,.07,-.03,.05,.03,3.65,27.45%,73.01%,26.99%,52.71%,130,148,2.97,.68,3.60,3.70,NOV4 13,66,.70,.73,-.25,.07,-.03,.05,-.01,.72,27.55%,27.08%,72.92%,52.86%,0,99,0,.715
.71,.07,-.04,.06,.02,3.33,27.99%,68.80%,31.20%,60.84%,0,15,2.47,.855,3.25,3.40,NOV4 13,66.5,.83,.86,-.28,.07,-.04,.06,-.01,.85,27.30%,30.71%,69.29%,59.90%,0,29,0,.845
.68,.08,-.04,.06,.02,2.95,27.32%,65.25%,34.75%,67.71%,0,52,1.97,.98,2.91,2.99,NOV4 13,67,.98,1.02,-.32,.08,-.04,.06,-.01,1.00,27.15%,34.65%,65.35%,67.52%,6,43,0,1.00
.64,.08,-.04,.06,.02,2.62,27.10%,61.18%,38.82%,75.56%,0,2,1.47,1.15,2.58,2.66,NOV4 13,67.5,1.15,1.19,-.36,.08,-.04,.06,-.02,1.17,26.94%,38.74%,61.26%,75.41%,30,70,0,1.17
.60,.08,-.04,.07,.02,2.32,26.96%,56.92%,43.08%,83.75%,0,77,.97,1.345,2.29,2.34,NOV4 13,68,1.34,1.39,-.40,.09,-.04,.07,-.02,1.37,26.80%,43.03%,56.97%,83.65%,0,2,0,1.365
.55,.09,-.04,.07,.02,2.03,26.71%,52.58%,47.42%,92.07%,2,423,.47,1.555,2.00,2.05,NOV4 13,68.5,1.56,1.60,-.45,.09,-.04,.07,-.02,1.58,26.63%,47.40%,52.60%,92.04%,0,101,0,1.58
.51,.09,-.04,.07,.02,1.76,26.51%,48.16%,51.84%,99.44%,0,56,0,1.76,1.74,1.78,NOV4 13,69,1.80,1.84,-.49,.09,-.04,.07,-.02,1.82,26.50%,51.84%,48.16%,99.44%,10,43,.03,1.79
.46,.09,-.04,.07,.02,1.52,26.36%,43.74%,56.26%,90.16%,0,356,0,1.52,1.50,1.54,NOV4 13,69.5,2.06,2.11,-.54,.09,-.04,.07,-.02,2.09,26.44%,56.25%,43.75%,90.18%,0,30,.53,1.555
.42,.09,-.04,.07,.02,1.31,26.26%,39.39%,60.61%,81.07%,7,193,0,1.305,1.28,1.33,NOV4 13,70,2.34,2.40,-.58,.09,-.04,.07,-.03,2.37,26.33%,60.59%,39.41%,81.11%,70,271,1.03,1.34
.38,.09,-.04,.06,.01,1.12,26.28%,35.22%,64.78%,72.38%,20,69,0,1.12,1.10,1.14,NOV4 13,70.5,2.64,2.71,-.62,.09,-.04,.06,-.03,2.68,26.19%,64.82%,35.18%,72.30%,0,67,1.53,1.145
.34,.08,-.04,.06,.01,.95,26.22%,31.21%,68.79%,64.05%,15,34,0,.95,.93,.97,NOV4 13,71,2.98,3.05,-.66,.08,-.04,.06,-.03,3.02,26.29%,68.75%,31.25%,64.15%,0,18,2.03,.985
.30,.08,-.03,.06,.01,.81,26.25%,27.48%,72.52%,56.33%,5,51,0,.805,.79,.82,NOV4 13,71.5,3.30,3.40,-.70,.08,-.04,.06,-.03,3.35,25.98%,72.70%,27.30%,55.95%,0,0,2.53,.82
.26,.07,-.03,.05,.01,.68,26.21%,23.97%,76.03%,49.08%,0,21,0,.675,.66,.69,NOV4 13,72,3.65,3.80,-.74,.07,-.03,.05,-.03,3.73,26.03%,76.18%,23.82%,48.78%,0,38,3.03,.695

NOV5 13  (28)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.76,.06,-.03,.06,.03,4.23,27.17%,73.66%,26.34%,51.41%,0,11,3.47,.755,4.15,4.30,NOV5 13,65.5,.75,.79,-.24,.06,-.03,.06,-.01,.77,27.15%,26.32%,73.68%,51.38%,0,13,0,.77
.73,.06,-.03,.06,.03,3.83,26.55%,70.82%,29.18%,56.95%,0,0,2.97,.855,3.70,3.95,NOV5 13,66,.88,.91,-.27,.06,-.03,.06,-.02,.90,26.93%,29.49%,70.51%,57.51%,0,10,0,.895
.70,.07,-.03,.07,.03,3.50,26.84%,67.05%,32.95%,64.20%,0,33,2.47,1.03,3.45,3.55,NOV5 13,66.5,1.03,1.06,-.30,.07,-.03,.07,-.02,1.05,26.83%,32.94%,67.06%,64.19%,0,3,0,1.045
.66,.07,-.03,.07,.03,3.18,26.86%,63.39%,36.61%,71.27%,0,0,1.97,1.205,3.10,3.25,NOV5 13,67,1.19,1.22,-.34,.07,-.03,.07,-.02,1.21,26.64%,36.48%,63.52%,71.03%,2,737,0,1.205
.63,.07,-.03,.07,.03,2.84,26.42%,59.84%,40.16%,78.12%,0,0,1.47,1.365,2.78,2.89,NOV5 13,67.5,1.35,1.42,-.37,.07,-.03,.07,-.02,1.39,26.48%,40.19%,59.81%,78.17%,0,0,0,1.385
.59,.08,-.03,.08,.03,2.54,26.34%,55.99%,44.01%,85.51%,6,21,.97,1.57,2.52,2.56,NOV5 13,68,1.54,1.62,-.41,.08,-.03,.08,-.02,1.58,26.28%,43.99%,56.01%,85.47%,0,0,0,1.58
.55,.08,-.03,.08,.03,2.26,26.15%,52.11%,47.89%,92.94%,0,0,.47,1.785,2.21,2.30,NOV5 13,68.5,1.79,1.82,-.45,.08,-.03,.08,-.03,1.81,26.21%,47.90%,52.10%,92.96%,0,33,0,1.805
.51,.08,-.03,.08,.03,2.00,26.09%,48.18%,51.82%,99.50%,1,5,0,2.00,1.98,2.02,NOV5 13,69,2.02,2.07,-.49,.08,-.03,.08,-.03,2.04,26.09%,51.82%,48.18%,99.50%,0,3,.03,2.015
.47,.08,-.03,.08,.02,1.76,25.98%,44.27%,55.73%,91.29%,0,0,0,1.76,1.72,1.80,NOV5 13,69.5,2.29,2.34,-.53,.08,-.03,.08,-.03,2.32,26.11%,55.72%,44.28%,91.33%,0,10,.53,1.785
.43,.08,-.03,.08,.02,1.54,25.93%,40.42%,59.58%,83.24%,2,24,0,1.545,1.52,1.57,NOV5 13,70,2.56,2.62,-.57,.08,-.03,.08,-.03,2.59,25.94%,59.58%,40.42%,83.25%,48,1,1.03,1.56
.39,.08,-.03,.07,.02,1.35,25.90%,36.69%,63.31%,75.46%,12,28,0,1.35,1.33,1.37,NOV5 13,70.5,2.84,2.95,-.60,.08,-.03,.07,-.04,2.90,25.91%,63.31%,36.69%,75.46%,0,0,1.53,1.365
.36,.07,-.03,.07,.02,1.17,25.76%,33.03%,66.97%,67.85%,3,5,0,1.165,1.14,1.19,NOV5 13,71,3.15,3.30,-.64,.07,-.03,.07,-.04,3.23,25.97%,66.86%,33.14%,68.09%,0,0,2.03,1.195
.32,.07,-.03,.07,.02,1.01,25.78%,29.62%,70.38%,60.78%,0,4,0,1.01,.99,1.03,NOV5 13,71.5,3.50,3.60,-.68,.07,-.03,.07,-.04,3.55,25.71%,70.42%,29.58%,60.69%,0,0,2.53,1.02
.29,.07,-.03,.07,.01,.87,25.79%,26.40%,73.60%,54.11%,0,14,0,.87,.85,.89,NOV5 13,72,3.85,4.00,-.71,.07,-.03,.07,-.04,3.93,25.94%,73.49%,26.51%,54.34%,0,13,3.03,.895

DEC1 13  (35)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.75,.06,-.02,.07,.06,4.35,26.13%,72.15%,27.85%,54.32%,0,0,3.47,.88,4.15,4.55,DEC1 13,65.5,.96,1.02,-.26,.05,-.03,.07,-.02,.99,27.61%,29.07%,70.93%,56.60%,0,0,0,.99
.71,.06,-.03,.07,.05,4.08,27.18%,68.16%,31.84%,61.96%,0,0,2.97,1.105,3.95,4.20,DEC1 13,66,1.11,1.14,-.29,.06,-.03,.07,-.02,1.13,27.36%,31.97%,68.03%,62.20%,55,2,0,1.125
.68,.06,-.03,.08,.05,3.73,26.95%,65.09%,34.91%,67.88%,0,0,2.47,1.255,3.65,3.80,DEC1 13,66.5,1.26,1.30,-.32,.06,-.03,.08,-.02,1.28,27.20%,35.07%,64.93%,68.17%,10,0,0,1.28
.65,.06,-.03,.08,.04,3.43,27.16%,61.65%,38.35%,74.48%,0,0,1.97,1.455,3.35,3.50,DEC1 13,67,1.43,1.49,-.35,.06,-.03,.08,-.03,1.46,27.15%,38.34%,61.66%,74.47%,0,0,0,1.46
.62,.07,-.03,.08,.04,3.10,26.86%,58.41%,41.59%,80.71%,0,0,1.47,1.63,3.05,3.15,DEC1 13,67.5,1.61,1.68,-.38,.07,-.03,.08,-.03,1.65,26.97%,41.64%,58.36%,80.79%,0,0,0,1.645
.58,.07,-.03,.08,.04,2.82,26.84%,54.98%,45.02%,87.27%,0,0,.97,1.845,2.77,2.86,DEC1 13,68,1.82,1.89,-.42,.07,-.03,.08,-.03,1.86,26.89%,45.04%,54.96%,87.30%,0,0,0,1.855
.55,.07,-.03,.09,.04,2.54,26.68%,51.55%,48.45%,93.81%,0,0,.47,2.065,2.49,2.58,DEC1 13,68.5,2.04,2.11,-.45,.07,-.03,.09,-.03,2.08,26.73%,48.46%,51.54%,93.83%,0,0,0,2.075
.51,.07,-.03,.09,.03,2.27,26.55%,48.09%,51.91%,99.56%,1,0,0,2.275,2.25,2.30,DEC1 13,69,2.27,2.35,-.49,.07,-.03,.09,-.04,2.31,26.55%,51.91%,48.09%,99.56%,0,0,.03,2.28
.48,.07,-.03,.09,.03,2.04,26.51%,44.65%,55.35%,92.31%,1,0,0,2.04,2.01,2.07,DEC1 13,69.5,2.53,2.61,-.52,.07,-.03,.09,-.04,2.57,26.46%,55.35%,44.65%,92.29%,0,0,.53,2.04
.44,.07,-.03,.09,.03,1.81,26.33%,41.23%,58.77%,85.11%,0,0,0,1.81,1.77,1.85,DEC1 13,70,2.81,2.90,-.55,.07,-.03,.09,-.04,2.86,26.45%,58.74%,41.26%,85.18%,0,0,1.03,1.825
.41,.07,-.03,.08,.03,1.61,26.25%,37.89%,62.11%,78.11%,0,0,0,1.605,1.57,1.64,DEC1 13,70.5,3.10,3.20,-.59,.07,-.03,.08,-.05,3.15,26.37%,62.07%,37.93%,78.20%,0,0,1.53,1.62
.38,.07,-.03,.08,.02,1.42,26.20%,34.65%,65.35%,71.36%,0,0,0,1.42,1.39,1.45,DEC1 13,71,3.40,3.55,-.62,.07,-.03,.08,-.05,3.48,26.45%,65.24%,34.76%,71.60%,0,0,2.03,1.445
.35,.07,-.03,.08,.02,1.25,26.15%,31.53%,68.47%,64.85%,0,0,0,1.25,1.22,1.28,DEC1 13,71.5,3.70,3.85,-.66,.07,-.03,.08,-.05,3.78,26.03%,68.53%,31.47%,64.71%,0,0,2.53,1.245
.31,.06,-.03,.08,.02,1.10,26.15%,28.58%,71.42%,58.73%,0,0,0,1.10,1.07,1.13,DEC1 13,72,4.05,4.20,-.69,.06,-.03,.08,-.06,4.13,26.03%,71.50%,28.50%,58.56%,0,0,3.03,1.095

DEC 13  (49)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
1.00,.00,.00,.00,.00,18.97,--,100.00%,0.00%,,0,0,18.97,-.295,16.70,20.65,DEC 13,50,0,.06,-.01,.00,.00,.01,.00,.03,37.84%,1.30%,98.70%,2.54%,0,0,0,.03
1.00,.00,.00,.00,.00,13.97,--,100.00%,0.00%,,0,0,13.97,-.195,11.95,15.60,DEC 13,55,.06,.09,-.02,.01,.00,.01,.00,.08,31.79%,3.11%,96.89%,6.09%,0,67,0,.075
.90,.02,-.01,.04,.27,9.30,30.02%,88.45%,11.55%,22.49%,0,13,8.97,.33,9.25,9.35,DEC 13,60,.32,.35,-.09,.02,-.01,.04,-.01,.34,29.48%,11.08%,88.92%,21.60%,5,308,0,.335
.83,.03,-.02,.06,.13,7.13,28.76%,80.84%,19.16%,37.24%,0,45,6.47,.655,7.05,7.20,DEC 13,62.5,.65,.68,-.16,.03,-.02,.06,-.02,.67,28.70%,19.11%,80.89%,37.13%,18,247,0,.665
.73,.05,-.02,.08,.08,5.18,27.88%,69.93%,30.07%,58.24%,824,"1,240",3.97,1.205,5.10,5.25,DEC 13,65,1.20,1.23,-.27,.05,-.02,.08,-.03,1.22,27.90%,30.08%,69.92%,58.27%,38,"2,081",0,1.215
.60,.05,-.03,.10,.05,3.55,27.39%,56.40%,43.60%,84.06%,1,342,1.47,2.08,3.50,3.60,DEC 13,67.5,2.07,2.11,-.40,.06,-.03,.10,-.04,2.09,27.43%,43.61%,56.39%,84.09%,151,"2,857",0,2.09
.46,.06,-.03,.10,.04,2.26,26.85%,42.09%,57.91%,87.46%,54,"1,022",0,2.265,2.24,2.29,DEC 13,70,3.25,3.35,-.54,.06,-.03,.10,-.06,3.30,26.85%,57.91%,42.09%,87.46%,18,235,1.03,2.27
.32,.05,-.02,.09,.03,1.36,26.62%,28.88%,71.12%,59.67%,147,798,0,1.36,1.34,1.38,DEC 13,72.5,4.85,4.95,-.68,.05,-.02,.09,-.08,4.90,26.68%,71.08%,28.92%,59.76%,0,81,3.53,1.37
.21,.04,-.02,.07,.02,.77,26.48%,18.26%,81.74%,37.56%,122,961,0,.765,.75,.78,DEC 13,75,6.75,6.85,-.79,.04,-.02,.07,-.13,6.80,26.50%,81.72%,18.28%,37.60%,0,12,6.03,.77
.13,.03,-.01,.05,.01,.40,26.32%,10.62%,89.38%,21.76%,44,669,0,.40,.39,.41,DEC 13,77.5,8.55,9.55,-.85,.03,-.02,.06,-.22,9.05,28.44%,87.73%,12.27%,25.22%,0,0,8.53,.52
.07,.02,-.01,.04,.01,.21,26.60%,5.97%,94.03%,12.21%,0,298,0,.21,.20,.22,DEC 13,80,9.60,12.65,-.96,.02,-.01,.02,-.73,11.12,22.56%,96.56%,3.44%,6.99%,0,0,11.03,.095
.03,.01,.00,.02,.00,.08,28.71%,2.16%,97.84%,4.42%,0,0,0,.075,.04,.11,DEC 13,85,14.50,18.35,-.91,.02,-.02,.04,-.83,16.43,39.80%,93.23%,6.77%,14.00%,0,0,16.03,.395

JAN 14  (77)  100
