thinkBack: Stock quote and option quote for SPY on 10/26/13 12:59:59

UNDERLYING
Last,Net Chng,Volume,Open,High,Low
175.95,+.80,"93,625,090",175.51,176.00,175.17

Theo parameters
Theo date,Theo stock price,Theo volatility
11/2/13,+.00,+0.00%

OCT4 13  (0)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.02,.06,-.02,.00,.00,.01,8.05%,1.87%,98.13%,3.73%,531,"7,365",0,.005,0,.01,OCT4 13,177.5,1.47,1.78,-.88,.15,-.13,.02,.00,1.63,14.21%,88.14%,11.86%,23.75%,168,903,1.55,.075
.02,.04,-.02,.00,.00,.01,10.24%,1.52%,98.48%,3.05%,10,"5,423",0,.005,0,.01,OCT4 13,178,1.97,2.28,-.89,.11,-.15,.02,.00,2.13,17.39%,89.91%,10.09%,20.21%,412,498,2.05,.075
.01,.03,-.02,.00,.00,.01,12.36%,1.30%,98.70%,2.60%,550,"3,092",0,.005,0,.01,OCT4 13,178.5,2.47,2.78,-.90,.08,-.17,.02,.00,2.63,20.46%,91.13%,8.87%,17.79%,424,438,2.55,.075
.01,.02,-.02,.00,.00,.01,14.45%,1.14%,98.86%,2.29%,59,"5,195",0,.005,0,.01,OCT4 13,179,1.14,4.55,-1.00,.00,.00,.00,.00,3.05,--,100.00%,0.00%,,55,75,3.05,-.205

OCT4 13  (0)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
1.00,.00,.00,.00,.00,3.45,--,100.00%,0.00%,0.00%,2,"3,169",3.45,-.10,3.17,3.53,OCT4 13,172.5,0,.11,-.06,.05,-.15,.01,.00,.06,24.13%,5.91%,94.09%,11.79%,0,1,0,.055
1.00,.00,.00,.00,.00,2.95,--,100.00%,0.00%,0.00%,11,328,2.95,-.10,2.74,2.96,OCT4 13,173,0,.11,-.06,.06,-.14,.01,.00,.06,21.32%,6.55%,93.45%,13.07%,0,11,0,.055
1.00,.00,.00,.00,.00,2.45,--,100.00%,0.00%,0.00%,10,573,2.45,-.10,2.24,2.46,OCT4 13,173.5,0,.11,-.07,.08,-.13,.01,.00,.06,18.45%,7.38%,92.62%,14.73%,0,"5,247",0,.055
1.00,.00,.00,.00,.00,1.95,--,100.00%,0.00%,0.00%,180,813,1.95,-.10,1.74,1.96,OCT4 13,174,0,.11,-.08,.11,-.12,.01,.00,.06,15.52%,8.55%,91.45%,17.08%,0,"4,236",0,.055
1.00,.00,.00,.00,.00,1.45,--,100.00%,0.00%,0.00%,28,"2,682",1.45,-.10,1.24,1.46,OCT4 13,174.5,0,.11,-.10,.15,-.11,.02,.00,.06,12.44%,10.22%,89.78%,20.43%,20,"3,709",0,.055
1.00,.00,.00,.00,.00,.95,--,100.00%,0.00%,0.00%,20,333,.95,-.10,.74,.96,OCT4 13,175,0,.11,-.13,.25,-.09,.02,.00,.06,9.22%,13.11%,86.89%,26.21%,0,906,0,.055
1.00,.00,.00,.00,.00,.45,--,100.00%,0.00%,0.00%,0,1,.45,-.09,.25,.47,OCT4 13,175.5,0,.11,-.19,.53,-.07,.03,.00,.06,5.64%,19.26%,80.74%,38.54%,4,2,0,.055
.28,3.97,-.01,.03,.00,.02,0.93%,28.34%,71.66%,56.19%,10,658,0,.015,0,.03,OCT4 13,176,0,3.03,-.50,.11,-.62,.04,.00,1.51,40.58%,50.94%,49.06%,98.92%,0,0,.05,1.465
.12,.23,-.09,.02,.00,.06,9.82%,12.31%,87.69%,24.63%,0,3,0,.055,0,.11,OCT4 13,177,0,4.87,-.58,.08,-.76,.04,.00,2.44,50.61%,59.39%,40.61%,81.98%,0,0,1.05,1.385
.08,.10,-.11,.01,.00,.06,15.93%,8.18%,91.82%,16.38%,0,30,0,.055,0,.11,OCT4 13,178,0,4.87,-.76,.11,-.39,.03,.00,2.44,30.51%,76.83%,23.17%,46.55%,0,0,2.05,.385
.38,.04,-1.79,.04,.00,2.44,101.63%,36.33%,63.67%,74.01%,0,0,0,2.435,0,4.87,OCT4 13,179,.78,5.39,-.94,.04,-.13,.01,.00,3.09,20.29%,94.78%,5.22%,10.47%,0,0,3.05,.035
.36,.04,-1.92,.03,.00,2.44,111.70%,33.78%,66.22%,68.91%,0,0,0,2.435,0,4.87,OCT4 13,180,1.78,6.39,-.94,.03,-.15,.01,.00,4.09,25.80%,95.46%,4.54%,9.09%,0,0,4.05,.035
.34,.03,-2.04,.03,.00,2.44,121.30%,31.65%,68.35%,64.64%,0,0,0,2.435,0,4.87,OCT4 13,181,2.93,7.39,-.92,.04,-.29,.01,.00,5.16,37.62%,92.61%,7.39%,14.85%,0,0,5.05,.11
.32,.03,-2.16,.03,.00,2.44,130.51%,29.84%,70.16%,61.01%,0,0,0,2.435,0,4.87,OCT4 13,182,3.93,8.39,-.92,.03,-.31,.01,.00,6.16,43.34%,93.34%,6.66%,13.38%,0,0,6.05,.11

NOV1 13  (7)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.90,.07,-.02,.04,.02,3.54,10.90%,88.16%,11.84%,23.18%,433,"6,359",3.45,.085,3.40,3.67,NOV1 13,172.5,.17,.19,-.12,.07,-.04,.05,.00,.18,11.28%,12.65%,87.35%,24.78%,"2,682","11,533",0,.18
.86,.09,-.03,.06,.02,3.09,10.79%,84.47%,15.53%,30.37%,"2,258","9,816",2.95,.14,2.95,3.23,NOV1 13,173,.21,.23,-.15,.08,-.04,.06,-.01,.22,10.75%,15.44%,84.56%,30.19%,"11,054","27,213",0,.22
.82,.11,-.04,.07,.02,2.65,10.38%,80.70%,19.30%,37.66%,581,"4,902",2.45,.195,2.52,2.77,NOV1 13,173.5,.28,.30,-.19,.10,-.05,.07,-.01,.29,10.49%,19.56%,80.44%,38.16%,"4,100","33,495",0,.29
.77,.12,-.04,.08,.02,2.23,10.13%,75.71%,24.29%,47.30%,"2,535","16,463",1.95,.28,2.12,2.34,NOV1 13,174,.36,.38,-.24,.12,-.05,.08,-.01,.37,10.11%,24.24%,75.76%,47.21%,"46,088","46,335",0,.37
.71,.14,-.05,.09,.02,1.83,9.81%,69.93%,30.07%,58.41%,"1,247","6,239",1.45,.385,1.75,1.92,NOV1 13,174.5,.47,.49,-.29,.14,-.06,.09,-.01,.48,9.81%,30.07%,69.93%,58.40%,"24,761","17,049",0,.48
.64,.15,-.05,.10,.02,1.51,9.91%,62.62%,37.38%,72.45%,"12,831","28,002",.95,.56,1.49,1.53,NOV1 13,175,.62,.63,-.36,.15,-.06,.10,-.01,.63,9.57%,36.93%,63.07%,71.53%,"31,802","24,539",0,.625
.56,.17,-.05,.10,.02,1.15,9.29%,55.44%,44.56%,86.00%,"18,453","17,134",.45,.70,1.13,1.17,NOV1 13,175.5,.78,.80,-.44,.16,-.06,.10,-.02,.79,9.19%,44.50%,55.50%,85.86%,"14,112","16,244",0,.79
.48,.17,-.05,.10,.02,.86,8.98%,47.12%,52.88%,98.19%,"16,644","11,944",0,.86,.85,.87,NOV1 13,176,1.00,1.01,-.52,.17,-.06,.10,-.02,1.01,8.92%,52.89%,47.11%,98.17%,"8,606","7,097",.05,.955
.39,.17,-.05,.10,.01,.62,8.73%,38.46%,61.54%,79.90%,"5,936","8,694",0,.62,.61,.63,NOV1 13,176.5,1.20,1.28,-.61,.17,-.06,.10,-.02,1.24,8.41%,61.94%,38.06%,79.12%,"1,131","1,526",.55,.69
.31,.16,-.04,.09,.01,.43,8.60%,30.15%,69.85%,62.43%,"8,113","9,509",0,.435,.43,.44,NOV1 13,177,1.56,1.65,-.69,.15,-.06,.09,-.03,1.60,8.79%,69.47%,30.53%,63.19%,"1,020",731,1.05,.555
.23,.14,-.04,.08,.01,.28,8.31%,22.16%,77.84%,45.76%,"4,410","6,987",0,.28,.27,.29,NOV1 13,177.5,1.81,2.01,-.78,.14,-.05,.08,-.03,1.91,8.01%,78.67%,21.33%,44.09%,358,237,1.55,.36
.16,.11,-.03,.06,.01,.18,8.23%,15.74%,84.26%,32.43%,"7,623","10,443",0,.18,.17,.19,NOV1 13,178,2.26,2.42,-.84,.11,-.04,.06,-.03,2.34,8.34%,83.93%,16.07%,33.09%,471,170,2.05,.29
.11,.09,-.02,.05,.00,.12,8.35%,11.17%,88.83%,22.94%,"4,561","5,661",0,.12,.11,.13,NOV1 13,178.5,2.60,2.86,-.91,.08,-.03,.04,-.04,2.73,7.41%,91.47%,8.53%,17.54%,8,166,2.55,.18
.08,.07,-.02,.04,.00,.08,8.52%,7.84%,92.16%,16.08%,"1,402","6,928",0,.08,.07,.09,NOV1 13,179,3.07,3.33,-.94,.06,-.03,.03,-.04,3.20,7.55%,94.47%,5.53%,11.34%,"1,049",30,3.05,.15

NOV1 13  (7)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.90,.07,-.03,.05,.02,3.54,11.01%,87.92%,12.08%,23.65%,0,"4,544",3.45,.09,3.36,3.72,NOV1 13,172.5,.08,.30,-.13,.07,-.04,.05,.00,.19,11.46%,13.05%,86.95%,25.56%,0,12,0,.19
.86,.09,-.03,.06,.02,3.09,10.79%,84.47%,15.53%,30.37%,11,323,2.95,.14,2.91,3.27,NOV1 13,173,.18,.34,-.16,.08,-.05,.06,-.01,.26,11.39%,16.86%,83.14%,32.96%,9,4,0,.26
.82,.11,-.04,.07,.02,2.65,10.46%,80.52%,19.48%,38.01%,15,958,2.45,.20,2.54,2.76,NOV1 13,173.5,.24,.40,-.20,.10,-.05,.07,-.01,.32,10.91%,20.49%,79.51%,40.00%,0,42,0,.32
.77,.12,-.04,.08,.02,2.23,10.06%,75.85%,24.15%,47.02%,10,"2,763",1.95,.275,2.12,2.33,NOV1 13,174,.31,.44,-.24,.12,-.05,.08,-.01,.38,10.17%,24.38%,75.62%,47.48%,0,232,0,.375
.71,.14,-.05,.09,.02,1.83,9.75%,70.03%,29.97%,58.20%,0,769,1.45,.38,1.72,1.94,NOV1 13,174.5,.39,.55,-.29,.14,-.06,.09,-.01,.47,9.70%,29.85%,70.15%,57.98%,0,763,0,.47
.64,.16,-.05,.10,.02,1.46,9.40%,63.31%,36.69%,71.04%,0,21,.95,.51,1.35,1.57,NOV1 13,175,.54,.71,-.36,.15,-.06,.10,-.01,.63,9.57%,36.93%,63.07%,71.53%,1,1,0,.625
.57,.17,-.05,.10,.02,1.13,9.05%,55.60%,44.40%,85.64%,168,1,.45,.675,1.03,1.22,NOV1 13,175.5,.67,.89,-.44,.17,-.06,.10,-.02,.78,9.10%,44.44%,55.56%,85.72%,8,0,0,.78
.48,.17,-.05,.10,.02,.86,8.93%,47.11%,52.89%,98.18%,8,"1,050",0,.855,.76,.95,NOV1 13,176,.88,1.10,-.52,.17,-.06,.10,-.02,.99,8.78%,52.93%,47.07%,98.14%,0,155,.05,.94
.39,.17,-.05,.10,.01,.61,8.58%,38.28%,61.72%,79.54%,0,0,0,.605,.52,.69,NOV1 13,176.5,1.15,1.37,-.61,.17,-.06,.10,-.02,1.26,8.62%,61.68%,38.32%,79.61%,1,0,.55,.71
.36,.12,-.07,.10,.01,.78,12.18%,35.51%,64.49%,73.11%,0,0,0,.775,0,1.55,NOV1 13,177,1.46,1.68,-.70,.16,-.06,.09,-.03,1.57,8.40%,70.26%,29.74%,61.61%,1,3,1.05,.52
.23,.14,-.04,.08,.01,.28,8.31%,22.16%,77.84%,45.76%,0,0,0,.28,.24,.32,NOV1 13,177.5,1.82,2.04,-.77,.14,-.05,.08,-.03,1.93,8.27%,77.95%,22.05%,45.55%,0,0,1.55,.38
.17,.11,-.03,.07,.01,.19,8.39%,16.20%,83.80%,33.37%,1,0,0,.19,.08,.30,NOV1 13,178,.01,4.87,-.80,.11,-.05,.07,-.03,2.44,9.79%,80.16%,19.84%,40.79%,0,0,2.05,.39
.11,.09,-.02,.05,.00,.12,8.25%,10.89%,89.11%,22.38%,0,0,0,.115,0,.23,NOV1 13,178.5,2.65,2.87,-.89,.09,-.04,.05,-.04,2.76,8.09%,89.56%,10.44%,21.45%,0,0,2.55,.21
.38,.04,-.21,.10,.01,2.44,36.33%,36.04%,63.96%,74.01%,0,0,0,2.435,0,4.87,NOV1 13,179,.85,5.43,-1.00,.00,-.01,.00,-.04,3.15,0.07%,100.00%,0.00%,0.00%,0,0,3.05,.09

NOV2 13  (14)  100 (Weeklys)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.81,.07,-.03,.10,.05,3.84,11.46%,79.41%,20.59%,40.45%,90,126,3.45,.385,3.71,3.96,NOV2 13,172.5,.46,.49,-.20,.07,-.04,.10,-.01,.48,11.62%,20.92%,79.08%,41.11%,"2,692","2,144",0,.475
.78,.08,-.04,.11,.05,3.41,11.09%,76.43%,23.57%,46.27%,"1,087","2,910",2.95,.455,3.28,3.53,NOV2 13,173,.55,.57,-.23,.08,-.04,.11,-.02,.56,11.36%,24.12%,75.88%,47.35%,"1,203","8,915",0,.56
.74,.09,-.04,.12,.05,3.02,10.95%,72.56%,27.44%,53.81%,179,954,2.45,.565,2.92,3.11,NOV2 13,173.5,.64,.67,-.27,.08,-.04,.12,-.02,.65,11.06%,27.64%,72.36%,54.22%,"1,433","6,316",0,.655
.69,.09,-.04,.12,.04,2.63,10.73%,68.43%,31.57%,61.85%,587,"3,241",1.95,.685,2.54,2.73,NOV2 13,174,.75,.78,-.31,.09,-.05,.13,-.02,.76,10.74%,31.59%,68.41%,61.89%,"12,665","6,975",0,.765
.65,.10,-.04,.13,.04,2.28,10.56%,63.83%,36.17%,70.77%,"1,108","3,399",1.45,.83,2.21,2.35,NOV2 13,174.5,.88,.91,-.35,.10,-.05,.13,-.03,.90,10.44%,36.02%,63.98%,70.47%,"3,503","6,028",0,.895
.60,.11,-.04,.14,.04,1.95,10.36%,58.90%,41.10%,80.32%,"1,674","29,188",.95,.995,1.89,2.00,NOV2 13,175,1.04,1.07,-.40,.11,-.05,.14,-.03,1.06,10.20%,40.96%,59.04%,80.03%,"8,293","8,114",0,1.055
.55,.11,-.04,.14,.04,1.61,9.98%,53.71%,46.29%,90.30%,"2,416","1,398",.45,1.16,1.58,1.64,NOV2 13,175.5,1.23,1.26,-.45,.11,-.05,.14,-.03,1.25,10.01%,46.30%,53.70%,90.33%,"6,587","5,666",0,1.245
.49,.12,-.04,.14,.03,1.32,9.73%,48.07%,51.93%,98.80%,"2,389","3,564",0,1.32,1.30,1.34,NOV2 13,176,1.42,1.48,-.51,.11,-.05,.14,-.04,1.45,9.72%,51.93%,48.07%,98.80%,"3,197","1,093",.05,1.40
.43,.12,-.04,.14,.03,1.06,9.53%,42.24%,57.76%,86.68%,"2,378","1,945",0,1.065,1.05,1.08,NOV2 13,176.5,1.67,1.72,-.57,.12,-.05,.14,-.04,1.70,9.51%,57.77%,42.23%,86.65%,242,481,.55,1.145
.37,.11,-.04,.13,.03,.84,9.33%,36.34%,63.66%,74.47%,750,"2,244",0,.84,.83,.85,NOV2 13,177,1.92,2.02,-.63,.11,-.04,.13,-.05,1.97,9.31%,63.68%,36.32%,74.41%,120,340,1.05,.92
.31,.11,-.04,.13,.02,.64,9.11%,30.51%,69.49%,62.43%,366,"21,470",0,.645,.63,.66,NOV2 13,177.5,2.15,2.32,-.69,.11,-.04,.12,-.05,2.23,8.77%,70.16%,29.84%,61.08%,23,65,1.55,.685
.26,.10,-.03,.12,.02,.49,9.02%,25.19%,74.81%,51.47%,570,"1,566",0,.495,.48,.51,NOV2 13,178,2.49,2.72,-.75,.10,-.04,.11,-.05,2.60,8.82%,75.28%,24.72%,50.52%,212,129,2.05,.555
.21,.09,-.03,.10,.01,.37,8.87%,20.16%,79.84%,41.14%,268,"1,628",0,.365,.35,.38,NOV2 13,178.5,2.86,3.05,-.80,.09,-.03,.10,-.06,2.96,8.44%,80.99%,19.01%,38.81%,0,30,2.55,.405
.16,.08,-.02,.09,.01,.27,8.82%,15.93%,84.07%,32.48%,57,587,0,.27,.26,.28,NOV2 13,179,3.26,3.51,-.84,.08,-.03,.09,-.06,3.39,8.62%,84.62%,15.38%,31.36%,32,73,3.05,.335

NOV2 13  (14)  10 (Mini)
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.95,.01,-.02,.03,.02,9.00,15.54%,94.81%,5.19%,10.25%,0,0,8.95,.05,8.77,9.23,NOV2 13,167,.02,.24,-.05,.02,-.02,.04,.00,.13,16.00%,5.71%,94.29%,11.28%,0,10,0,.13
.95,.02,-.02,.04,.02,8.51,15.05%,94.32%,5.68%,11.21%,0,0,8.45,.06,8.28,8.74,NOV2 13,167.5,.03,.25,-.06,.02,-.02,.04,.00,.14,15.50%,6.23%,93.77%,12.30%,0,10,0,.14
.94,.02,-.02,.04,.03,8.02,14.55%,93.79%,6.21%,12.25%,0,0,7.95,.07,7.79,8.25,NOV2 13,168,.05,.27,-.07,.02,-.02,.05,.00,.16,15.20%,7.08%,92.92%,13.96%,0,11,0,.16
.94,.02,-.02,.04,.03,7.54,14.25%,92.88%,7.12%,14.05%,0,0,7.45,.09,7.31,7.77,NOV2 13,168.5,.06,.28,-.07,.03,-.02,.05,-.01,.17,14.64%,7.67%,92.33%,15.13%,0,6,0,.17
.93,.03,-.02,.05,.03,7.06,13.91%,91.91%,8.09%,15.97%,0,68,6.95,.11,6.83,7.29,NOV2 13,169,.08,.30,-.08,.03,-.03,.05,-.01,.19,14.23%,8.59%,91.41%,16.95%,0,0,0,.19
.92,.03,-.02,.05,.04,6.58,13.50%,90.90%,9.10%,17.95%,0,0,6.45,.13,6.35,6.81,NOV2 13,169.5,.10,.32,-.09,.03,-.03,.06,-.01,.21,13.78%,9.57%,90.43%,18.87%,0,0,0,.21
.91,.04,-.02,.06,.04,6.10,13.03%,89.82%,10.18%,20.07%,0,12,5.95,.15,5.87,6.33,NOV2 13,170,.13,.35,-.10,.04,-.03,.06,-.01,.24,13.44%,10.89%,89.11%,21.46%,0,0,0,.24
.89,.04,-.03,.07,.04,5.64,12.83%,88.08%,11.92%,23.49%,2,2,5.45,.19,5.46,5.82,NOV2 13,170.5,.16,.38,-.12,.04,-.03,.07,-.01,.27,13.03%,12.29%,87.71%,24.21%,0,481,0,.27
.88,.05,-.03,.07,.04,5.17,12.39%,86.54%,13.46%,26.50%,0,0,4.95,.22,4.99,5.35,NOV2 13,171,.26,.42,-.14,.05,-.04,.08,-.01,.34,13.06%,14.75%,85.25%,29.04%,0,344,0,.34
.85,.06,-.03,.08,.04,4.72,12.13%,84.39%,15.61%,30.72%,0,3,4.45,.27,4.54,4.90,NOV2 13,171.5,.30,.47,-.16,.05,-.04,.09,-.01,.39,12.66%,16.67%,83.33%,32.79%,0,540,0,.385
.83,.06,-.03,.09,.05,4.27,11.77%,82.14%,17.86%,35.13%,0,309,3.95,.32,4.09,4.45,NOV2 13,172,.30,.52,-.18,.06,-.04,.09,-.01,.41,11.96%,18.27%,81.73%,35.93%,0,61,0,.41
.77,.08,-.04,.11,.05,3.42,11.23%,76.15%,23.85%,46.83%,0,"1,906",2.95,.47,3.24,3.60,NOV2 13,173,.49,.60,-.23,.08,-.04,.11,-.02,.55,11.22%,23.84%,76.16%,46.81%,0,313,0,.545
.70,.09,-.04,.12,.04,2.63,10.69%,68.50%,31.50%,61.72%,0,268,1.95,.68,2.52,2.74,NOV2 13,174,.68,.83,-.31,.09,-.05,.13,-.02,.75,10.66%,31.46%,68.54%,61.63%,28,526,0,.755
.60,.11,-.04,.14,.04,1.92,10.17%,59.07%,40.93%,79.97%,0,300,.95,.97,1.81,2.03,NOV2 13,175,.97,1.16,-.40,.11,-.05,.14,-.03,1.07,10.28%,41.03%,58.97%,80.17%,0,399,0,1.065

NOV 13  (21)  100
Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic,Bid,Ask,Exp,Strike,Bid,Ask,Delta,Gamma,Theta,Vega,Rho,Theo Price,Impl Vol,Prob.ITM,Prob.OTM,Prob.Touch,Volume,Open.Int,Intrinsic,Extrinsic
.89,.03,-.02,.08,.06,7.21,13.50%,88.26%,11.74%,23.17%,172,"45,674",6.95,.26,7.08,7.34,NOV 13,169,.34,.36,-.12,.03,-.03,.09,-.01,.35,13.89%,12.43%,87.57%,24.52%,"13,818","152,508",0,.35
.86,.04,-.03,.09,.06,6.29,12.94%,85.45%,14.55%,28.70%,993,"109,256",5.95,.34,6.16,6.42,NOV 13,170,.43,.44,-.14,.04,-.03,.10,-.02,.44,13.32%,15.28%,84.72%,30.13%,"17,146","221,801",0,.435
.82,.05,-.03,.11,.07,5.46,12.93%,80.83%,19.17%,37.77%,917,"73,935",4.95,.505,5.38,5.53,NOV 13,171,.52,.55,-.18,.05,-.03,.11,-.02,.54,12.66%,18.66%,81.34%,36.77%,"6,349","69,819",0,.535
.78,.06,-.03,.13,.07,4.60,12.38%,76.41%,23.59%,46.44%,852,"133,211",3.95,.65,4.54,4.66,NOV 13,172,.67,.68,-.22,.06,-.04,.13,-.02,.68,12.10%,23.05%,76.95%,45.39%,"12,943","140,037",0,.675
.73,.07,-.04,.14,.07,3.73,11.49%,71.64%,28.36%,55.77%,"3,360","101,105",2.95,.785,3.71,3.76,NOV 13,173,.86,.88,-.28,.07,-.04,.14,-.03,.87,11.64%,28.63%,71.37%,56.30%,"42,648","130,173",0,.87
.66,.08,-.04,.16,.06,3.02,11.25%,64.66%,35.34%,69.40%,"4,254","134,495",1.95,1.065,2.95,3.08,NOV 13,174,1.09,1.12,-.34,.08,-.04,.16,-.04,1.11,11.10%,35.13%,64.87%,69.00%,"19,630","77,417",0,1.105
.58,.09,-.04,.17,.06,2.30,10.62%,57.15%,42.85%,84.01%,"18,388","187,471",.95,1.35,2.27,2.33,NOV 13,175,1.41,1.44,-.42,.08,-.04,.17,-.05,1.43,10.67%,42.89%,57.11%,84.10%,"41,806","82,605",0,1.425
.50,.09,-.04,.17,.05,1.71,10.26%,48.45%,51.55%,99.07%,"14,289","109,221",0,1.71,1.69,1.73,NOV 13,176,1.80,1.85,-.50,.09,-.04,.17,-.05,1.83,10.25%,51.55%,48.45%,99.07%,"7,864","17,009",.05,1.775
.40,.09,-.04,.17,.04,1.21,9.87%,39.23%,60.77%,80.05%,"6,135","46,279",0,1.205,1.19,1.22,NOV 13,177,2.29,2.36,-.60,.09,-.04,.17,-.06,2.33,9.89%,60.75%,39.25%,80.09%,"2,678","7,499",1.05,1.275
.31,.09,-.03,.15,.03,.81,9.57%,30.11%,69.89%,61.33%,"10,945","57,850",0,.81,.80,.82,NOV 13,178,2.83,2.99,-.69,.09,-.03,.15,-.08,2.91,9.46%,70.08%,29.92%,60.93%,408,"1,642",2.05,.86
